DATECODE	OCCFAM	OCCFAMT	OCC	OCCT	EMPCOUNT	AVGSAL	AVGLOS
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	89	EMERGENCY MANAGEMENT SPECIALIST	13197	94943	7.6
202409	8	ENGINEERING AND ARCHITECTURE GROUP	810	CIVIL ENGINEERING	12480	119312	12.7
202409	47	GENERAL MAINTENANCE AND OPERATIONS WORK FAMILY	4749	MAINTENANCE MECHANIC	11513	70885	10.5
202409	15	MATHEMATICS AND STATISTICS GROUP	1550	COMPUTER SCIENCE	11335	124061	9.7
202409	5	ACCOUNTING AND BUDGET GROUP	511	AUDITING	11325	124432	14.7
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	180	PSYCHOLOGY	11158	135583	8.7
202409	5	ACCOUNTING AND BUDGET GROUP	512	INTERNAL REVENUE AGENT	10622	124496	12.5
202409	17	EDUCATION GROUP	1712	TRAINING INSTRUCTION	10403	93299	10.5
202409	13	PHYSICAL SCIENCES GROUP	1301	GENERAL PHYSICAL SCIENCE	10233	136616	12.8
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	341	ADMINISTRATIVE OFFICER	10052	107026	16.7
202409	9	LEGAL AND KINDRED GROUP	901	GENERAL LEGAL AND KINDRED ADMINISTRATION	9954	76352	10.7
202409	8	ENGINEERING AND ARCHITECTURE GROUP	861	AEROSPACE ENGINEERING	9922	140514	13.8
202409	19	"QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP"	1910	QUALITY ASSURANCE	9653	99736	14.4
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	81	FIRE PROTECTION AND PREVENTION	9463	66714	11.9
202409	12	"COPYRIGHT, PATENT, AND TRADEMARK GROUP"	1224	PATENT EXAMINING	9211	155338	14
202409	88	AIRCRAFT OVERHAUL FAMILY	8852	AIRCRAFT MECHANIC	9099	77049	8.6
202409	21	TRANSPORTATION GROUP	2101	TRANSPORTATION SPECIALIST	8784	117083	15.3
202409	2	HUMAN RESOURCES MANAGEMENT GROUP	203	HUMAN RESOURCES ASSISTANCE	8576	56071	7.9
202409	20	SUPPLY GROUP	2005	SUPPLY CLERICAL AND TECHNICIAN	8489	54790	9.2
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	671	HEALTH SYSTEM SPECIALIST	8462	101652	13.7
202409	8	ENGINEERING AND ARCHITECTURE GROUP	856	ELECTRONICS TECHNICAL	8201	104790	12.7
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	661	PHARMACY TECHNICIAN	7777	64544	8.3
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	318	SECRETARY	7758	62051	13.6
202409	10	INFORMATION AND ARTS GROUP	1035	PUBLIC AFFAIRS	7616	118282	11.9
202409	20	SUPPLY GROUP	2010	INVENTORY MANAGEMENT	7423	82411	12.4
202409	4	BIOLOGICAL SCIENCES GROUP	404	BIOLOGICAL SCIENCE TECHNICIAN	7213	53166	7.2
202409	5	ACCOUNTING AND BUDGET GROUP	503	FINANCIAL CLERICAL AND ASSISTANCE	7028	55681	9.8
202409	17	EDUCATION GROUP	1702	EDUCATION AND TRAINING TECHNICIAN	6757	55784	9.5
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	18	SAFETY AND OCCUPATIONAL HEALTH MANAGEMENT	6688	108348	13.8
202409	58	TRANSPORTATION/MOBILE EQUIPMENT MAINTENANCE FAMILY	5801	MISC TRANSPORTATION/MOBILE EQUIPMT MAINTNE	6528	75156	8.2
202409	9	LEGAL AND KINDRED GROUP	950	PARALEGAL SPECIALIST	6486	95736	14.6
202409	69	WAREHOUSING AND STOCK HANDLING FAMILY	6907	MATERIALS HANDLER	6280	62102	9.7
202409	16	"EQUIPMENT, FACILITIES, AND SERVICES GROUP"	1601	"EQUIPMENT FACILITIES, AND SERVICES"	6247	108934	15.1
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	644	MEDICAL TECHNOLOGIST	6174	103399	11
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	647	DIAGNOSTIC RADIOLOGIC TECHNOLOGIST	6140	94849	10
202409	16	"EQUIPMENT, FACILITIES, AND SERVICES GROUP"	1670	EQUIPMENT SERVICES	6130	98994	13.2
202409	5	ACCOUNTING AND BUDGET GROUP	570	FINANCIAL INSTITUTION EXAMINING	6085	158252	13.9
202409	8	ENGINEERING AND ARCHITECTURE GROUP	850	ELECTRICAL ENGINEERING	6059	126337	11.7
202409	74	FOOD PREPARATION AND SERVING FAMILY	7408	FOOD SERVICE WORKING	6042	47072	7.8
202409	38	METAL WORK FAMILY	3806	SHEET METAL MECHANIC	6029	72048	10.1
202409	11	BUSINESS AND INDUSTRY GROUP	1165	LOAN SPECIALIST	5883	87506	10.8
202409	15	MATHEMATICS AND STATISTICS GROUP	1515	OPERATIONS RESEARCH	5870	137840	11.8
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	28	ENVIRONMENTAL PROTECTION SPECIALIST	5762	115944	13.8
202409	11	BUSINESS AND INDUSTRY GROUP	1152	PRODUCTION CONTROL	5523	81522	12.5
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	675	MEDICAL RECORDS TECHNICIAN	5404	60795	10.9
202409	13	PHYSICAL SCIENCES GROUP	1320	CHEMISTRY	5319	136981	13.9
202409	18	INVESTIGATION GROUP	1862	CONSUMER SAFETY INSPECTION	5254	71058	14
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	25	PARK RANGER	5195	73086	11.1
202409	58	TRANSPORTATION/MOBILE EQUIPMENT MAINTENANCE FAMILY	5803	HEAVY MOBILE EQUIPMENT MECHANIC	5183	72803	11.3
202409	17	EDUCATION GROUP	1710	EDUCATION AND VOCATIONAL TRAINING	5162	103872	11.9
202409	28	ELECTRICAL INSTALLATION AND MAINTENANCE FAMILY	2805	ELECTRICIAN	5156	75592	8.3
202409	20	SUPPLY GROUP	2003	SUPPLY PROGRAM MANAGEMENT	5150	96414	12.2
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	110	ECONOMIST	4998	146952	12.4
202409	5	ACCOUNTING AND BUDGET GROUP	525	ACCOUNTING TECHNICIAN	4956	53956	10.3
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	85	SECURITY GUARD	4891	53984	7.9
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	685	PUBLIC HEALTH PROGRAM SPECIALIST	4874	131663	11.5
202409	4	BIOLOGICAL SCIENCES GROUP	457	SOIL CONSERVATION	4861	83561	12.5
202409	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5703	MOTOR VEHICLE OPERATING	4836	61326	10
202409	8	ENGINEERING AND ARCHITECTURE GROUP	854	COMPUTER ENGINEERING	4765	134090	13.2
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	391	TELECOMMUNICATIONS	4642	115438	13.6
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	649	MEDICAL INSTRUMENT TECHNICIAN	4452	76743	9.4
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	344	MANAGEMENT AND PROGRAM CLERICAL AND ASSISTANCE	4419	62580	12.6
202409	18	INVESTIGATION GROUP	1825	AVIATION SAFETY	4317	140520	14.7
202409	9	LEGAL AND KINDRED GROUP	986	LEGAL ASSISTANCE	4216	63494	11.5
202409	26	ELECTRONIC EQUIPMENT INSTALLATION AND MAINTENANCE FAMILY	2604	ELECTRONICS MECHANIC	4161	76323	10.4
202409	11	BUSINESS AND INDUSTRY GROUP	1109	GRANTS MANAGEMENT	4146	119096	12.6
202409	20	SUPPLY GROUP	2001	GENERAL SUPPLY	4129	85249	12.4
202409	10	INFORMATION AND ARTS GROUP	1001	GENERAL ARTS AND INFORMATION	4092	117641	12.3
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	86	SECURITY CLERICAL AND ASSISTANCE	4083	59147	10
202409	11	BUSINESS AND INDUSTRY GROUP	1170	REALTY	4020	103886	14
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	130	FOREIGN AFFAIRS	3998	149554	12.3
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	603	PHYSICIAN ASSISTANT	3982	134275	8.8
202409	74	FOOD PREPARATION AND SERVING FAMILY	7404	COOKING	3972	67492	11.3
202409	9	LEGAL AND KINDRED GROUP	930	HEARINGS AND APPEALS	3865	121802	14.6
202409	15	MATHEMATICS AND STATISTICS GROUP	1530	STATISTICS	3855	132874	13.2
202409	41	PAINTING AND PAPERHANGING FAMILY	4102	PAINTING	3855	71108	10.4
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	633	PHYSICAL THERAPIST	3784	117677	9.1
202409	16	"EQUIPMENT, FACILITIES, AND SERVICES GROUP"	1640	FACILITY OPERATIONS SERVICES	3783	104577	14.7
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	696	CONSUMER SAFETY	3676	132198	14.5
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	681	DENTAL ASSISTANT	3541	55798	9.3
202409	42	PLUMBING AND PIPEFITTING FAMILY	4204	PIPEFITTING	3523	77361	8.9
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	630	DIETITIAN AND NUTRITIONIST	3472	96157	8.8
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	622	MEDICAL SUPPLY AIDE AND TECHNICIAN	3413	65243	7.9
202409	11	BUSINESS AND INDUSTRY GROUP	1169	INTERNAL REVENUE OFFICER	3409	94667	13.1
202409	21	TRANSPORTATION GROUP	2102	TRANSPORTATION CLERK AND ASSISTANT	3316	55586	8.7
202409	8	ENGINEERING AND ARCHITECTURE GROUP	819	ENVIRONMENTAL ENGINEERING	3228	129371	16.5
202409	34	MACHINE TOOL WORK FAMILY	3414	MACHINING	3177	76023	9.8
202409	2	HUMAN RESOURCES MANAGEMENT GROUP	260	EQUAL EMPLOYMENT OPPORTUNITY	3134	122050	16.8
202409	11	BUSINESS AND INDUSTRY GROUP	1105	PURCHASING	3107	59631	10.6
202409	8	ENGINEERING AND ARCHITECTURE GROUP	840	NUCLEAR ENGINEERING	3044	124478	12
202409	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5716	ENGINEERING EQUIPMENT OPERATING	3030	72188	11.1
202409	53	INDUSTRIAL EQUIPMENT MAINTENANCE FAMILY	5334	MARINE MACHINERY MECHANIC	2997	77596	8.3
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	306	GOVERNMENT INFORMATION SPECIALIST	2902	115744	15.8
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	645	MEDICAL TECHNICIAN	2888	55183	8.4
202409	26	ELECTRONIC EQUIPMENT INSTALLATION AND MAINTENANCE FAMILY	2610	ELECTRONIC INTEGRATED SYSTEMS MECHANIC	2864	90841	11
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	107	HEALTH INSURANCE ADMINISTRATION	2848	142959	14.3
202409	13	PHYSICAL SCIENCES GROUP	1340	METEOROLOGY	2794	121275	16.1
202409	21	TRANSPORTATION GROUP	2181	AIRCRAFT OPERATION	2776	140243	9.1
202409	18	INVESTIGATION GROUP	1810	GENERAL INVESTIGATION	2750	112711	13.7
202409	47	GENERAL MAINTENANCE AND OPERATIONS WORK FAMILY	4701	MISC GENERAL MAINTENANCE & OPERATIONS WORK	2705	97182	15.4
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	665	SPEECH PATHOLOGY AND AUDIOLOGY	2523	110320	10.1
202409	37	METAL PROCESSING FAMILY	3703	WELDING	2511	76816	9.7
202409	53	INDUSTRIAL EQUIPMENT MAINTENANCE FAMILY	5306	AIR CONDITIONING EQUIPMENT MECHANIC	2482	74649	8.7
202409	17	EDUCATION GROUP	1750	INSTRUCTIONAL SYSTEMS	2409	113194	11.7
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	342	SUPPORT SERVICES ADMINISTRATION	2395	92255	15
202409	13	PHYSICAL SCIENCES GROUP	1310	PHYSICS	2334	151677	13.8
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	680	DENTAL OFFICER	2260	216284	9.1
202409	4	BIOLOGICAL SCIENCES GROUP	456	WILDLAND FIRE MANAGEMENT	2237	55723	8.3
202409	21	TRANSPORTATION GROUP	2150	TRANSPORTATION OPERATIONS	2228	97624	13.6
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	631	OCCUPATIONAL THERAPIST	2191	113185	8.7
202409	69	WAREHOUSING AND STOCK HANDLING FAMILY	6914	STORE WORKING	2191	48858	7.6
202409	47	GENERAL MAINTENANCE AND OPERATIONS WORK FAMILY	4742	UTILITY SYSTEMS REPAIRING-OPERATING	2181	81626	11.7
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	305	MAIL AND FILE	2126	48183	13.8
202409	4	BIOLOGICAL SCIENCES GROUP	486	WILDLIFE BIOLOGY	2119	93561	15.4
202409	69	WAREHOUSING AND STOCK HANDLING FAMILY	6901	MISC WAREHOUSING AND STOCK HANDLING	2082	58246	9
202409	86	ENGINE OVERHAUL FAMILY	8602	AIRCRAFT ENGINE MECHANIC	2071	75451	9.6
202409	8	ENGINEERING AND ARCHITECTURE GROUP	808	ARCHITECTURE	2061	122864	10.6
202409	4	BIOLOGICAL SCIENCES GROUP	482	FISH BIOLOGY	2026	111304	15.5
202409	9	LEGAL AND KINDRED GROUP	967	PASSPORT AND VISA EXAMINING	2021	85630	10.1
202409	35	GENERAL SERVICES AND SUPPORT WORK FAMILY	3502	LABORING	2019	46397	5.4
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	399	ADMINISTRATION AND OFFICE SUPPORT STUDENT TRAINEE	1994	42884	0.9
202409	4	BIOLOGICAL SCIENCES GROUP	403	MICROBIOLOGY	1986	137165	15
202409	8	ENGINEERING AND ARCHITECTURE GROUP	809	CONSTRUCTION CONTROL TECHNICAL	1952	91159	12.2
202409	11	BUSINESS AND INDUSTRY GROUP	1173	HOUSING MANAGEMENT	1945	76452	10.3
202409	52	MISCELLANEOUS OCCUPATIONS FAMILY	5210	RIGGING	1941	77864	9.4
202409	13	PHYSICAL SCIENCES GROUP	1315	HYDROLOGY	1933	111720	16.7
202409	7	VETERINARY MEDICAL SCIENCE GROUP	701	VETERINARY MEDICAL SCIENCE	1930	127924	12.4
202409	4	BIOLOGICAL SCIENCES GROUP	460	FORESTRY	1903	84196	13.2
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	6	CORRECTIONAL INSTITUTION ADMINISTRATION	1892	121010	19
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	102	SOCIAL SCIENCE AID AND TECHNICIAN	1852	62267	8.3
202409	20	SUPPLY GROUP	2091	SALES STORE CLERICAL	1846	39778	7.1
202409	13	PHYSICAL SCIENCES GROUP	1311	PHYSICAL SCIENCE TECHNICIAN	1842	80068	11.3
202409	28	ELECTRICAL INSTALLATION AND MAINTENANCE FAMILY	2810	HIGH VOLTAGE ELECTRICIAN	1785	107654	11.6
202409	21	TRANSPORTATION GROUP	2130	TRAFFIC MANAGEMENT	1768	94470	13.7
202409	13	PHYSICAL SCIENCES GROUP	1316	HYDROLOGIC TECHNICIAN	1718	68837	11.1
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	193	ARCHEOLOGY	1715	90501	10
202409	19	"QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP"	1980	AGRICULTURAL COMMODITY GRADING	1701	67065	10.5
202409	10	INFORMATION AND ARTS GROUP	1084	VISUAL INFORMATION	1674	103594	13.7
202409	88	AIRCRAFT OVERHAUL FAMILY	8801	MISCELLANEOUS AIRCRAFT OVERHAUL	1666	98832	15.4
202409	15	MATHEMATICS AND STATISTICS GROUP	1529	MATHEMATICAL STATISTICS	1659	147618	12.8
202409	53	INDUSTRIAL EQUIPMENT MAINTENANCE FAMILY	5378	POWERED SUPPORT SYSTEMS MECHANIC	1629	79621	9.3
202409	18	INVESTIGATION GROUP	1805	INVESTIGATIVE ANALYSIS	1595	100512	13.9
202409	9	LEGAL AND KINDRED GROUP	963	LEGAL INSTRUMENTS EXAMINING	1591	65564	11.2
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	690	INDUSTRIAL HYGIENE	1570	112988	12.4
202409	21	TRANSPORTATION GROUP	2151	DISPATCHING	1569	57248	8.8
202409	69	WAREHOUSING AND STOCK HANDLING FAMILY	6912	MATERIALS EXAMINING AND IDENTIFYING	1519	59577	8.5
202409	14	LIBRARY AND ARCHIVES GROUP	1421	ARCHIVES TECHNICIAN	1503	62410	11.1
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	662	OPTOMETRIST	1496	142388	9.5
202409	13	PHYSICAL SCIENCES GROUP	1350	GEOLOGY	1495	116112	12.6
202409	5	ACCOUNTING AND BUDGET GROUP	545	MILITARY PAY	1477	55054	9.2
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	326	OFFICE AUTOMATION CLERICAL AND ASSISTANCE	1467	49983	12.7
202409	9	LEGAL AND KINDRED GROUP	935	ADMINISTRATIVE LAW JUDGE	1464	201876	20.1
202409	Invalid	Invalid	*	Invalid	1423	92203	6.8
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	636	REHABILITATION THERAPY ASSISTANT	1417	65175	8.6
202409	11	BUSINESS AND INDUSTRY GROUP	1176	BUILDING MANAGEMENT	1363	111759	14.4
202409	11	BUSINESS AND INDUSTRY GROUP	1160	FINANCIAL ANALYSIS	1360	161440	13.2
202409	5	ACCOUNTING AND BUDGET GROUP	505	FINANCIAL MANAGEMENT	1352	162035	19.9
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	60	CHAPLAIN	1339	98323	8.5
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	308	RECORDS AND INFORMATION MANAGEMENT	1331	108753	15
202409	8	ENGINEERING AND ARCHITECTURE GROUP	806	MATERIALS ENGINEERING	1299	142626	13.5
202409	4	BIOLOGICAL SCIENCES GROUP	408	ECOLOGY	1264	117171	14.4
202409	43	PLIABLE MATERIALS WORK FAMILY	4352	COMPOSITE/PLASTIC FABRICATING	1243	73477	9
202409	28	ELECTRICAL INSTALLATION AND MAINTENANCE FAMILY	2892	AIRCRAFT ELECTRICIAN	1242	73075	8
202409	38	METAL WORK FAMILY	3820	SHIPFITTING	1230	78660	8.9
202409	26	ELECTRONIC EQUIPMENT INSTALLATION AND MAINTENANCE FAMILY	2606	ELECTRONIC INDUSTRIAL CONTROLS MECHANIC	1228	86340	11.1
202409	53	INDUSTRIAL EQUIPMENT MAINTENANCE FAMILY	5352	INDUSTRIAL EQUIPMENT MECHANIC	1227	95565	12.8
202409	11	BUSINESS AND INDUSTRY GROUP	1144	COMMISSARY MANAGEMENT	1227	82480	17.8
202409	54	INDUSTRIAL EQUIPMENT OPERATION FAMILY	5426	LOCK AND DAM OPERATING	1220	68176	10.8
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	20	COMMUNITY PLANNING	1212	117375	9.6
202409	10	INFORMATION AND ARTS GROUP	1082	WRITING AND EDITING	1212	124727	13.6
202409	9	LEGAL AND KINDRED GROUP	998	CLAIMS ASSISTANCE AND EXAMINING	1195	63945	19.3
202409	58	TRANSPORTATION/MOBILE EQUIPMENT MAINTENANCE FAMILY	5823	AUTOMOTIVE MECHANIC	1187	75140	12.5
202409	74	FOOD PREPARATION AND SERVING FAMILY	7407	MEATCUTTING	1185	58483	11.6
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	638	RECREATION/CREATIVE ARTS THERAPIST	1172	90957	10.9
202409	11	BUSINESS AND INDUSTRY GROUP	1150	INDUSTRIAL SPECIALIST	1172	107625	15.3
202409	15	MATHEMATICS AND STATISTICS GROUP	1520	MATHEMATICS	1151	135700	12
202409	5	ACCOUNTING AND BUDGET GROUP	544	CIVILIAN PAY	1135	53715	9.4
202409	15	MATHEMATICS AND STATISTICS GROUP	1560	DATA SCIENCE SERIES	1130	126812	4.9
202409	8	ENGINEERING AND ARCHITECTURE GROUP	899	ENGINEERING AND ARCHITECTURE STUDENT TRAINEE	1128	47824	1.1
202409	18	INVESTIGATION GROUP	1889	IMPORT COMPLIANCE SERIES	1125	107574	16
202409	10	INFORMATION AND ARTS GROUP	1083	TECHNICAL WRITING AND EDITING	1124	111061	11.8
202409	8	ENGINEERING AND ARCHITECTURE GROUP	858	BIOENGINEERING & BIOMEDICAL ENGINEERING	1124	134510	9.1
202409	9	LEGAL AND KINDRED GROUP	991	WORKER'S COMPENSATION CLAIMS EXAMINING	1117	112281	16.7
202409	46	WOOD WORK FAMILY	4607	CARPENTRY	1109	71294	9.4
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	186	SOCIAL SERVICES AID AND ASSISTANT	1105	56847	8.5
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	150	GEOGRAPHY	1085	112918	12.1
202409	8	ENGINEERING AND ARCHITECTURE GROUP	895	INDUSTRIAL ENGINEERING TECHNICAL	1082	84421	17.3
202409	8	ENGINEERING AND ARCHITECTURE GROUP	828	CONSTRUCTION ANALYST	1061	87205	7.1
202409	18	INVESTIGATION GROUP	1863	FOOD INSPECTION	1035	54747	7.4
202409	18	INVESTIGATION GROUP	1822	MINE SAFETY AND HEALTH INSPECTION SERIES	1032	106026	11.8
202409	69	WAREHOUSING AND STOCK HANDLING FAMILY	6910	MATERIALS EXPEDITING	1032	61816	9.3
202409	69	WAREHOUSING AND STOCK HANDLING FAMILY	6904	TOOLS AND PARTS ATTENDING	1021	58222	7.7
202409	18	INVESTIGATION GROUP	1849	WAGE AND HOUR INVESTIGATION SERIES	1016	114842	16.4
202409	10	INFORMATION AND ARTS GROUP	1040	LANGUAGE SPECIALIST	996	111964	10.6
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	188	RECREATION SPECIALIST	993	75189	13.6
202409	19	"QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP"	1981	AGRICULTURAL COMMODITY AID	981	37083	4.6
202409	8	ENGINEERING AND ARCHITECTURE GROUP	893	CHEMICAL ENGINEERING	976	133682	12.9
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	335	COMPUTER CLERK AND ASSISTANT	968	67338	13.9
202409	8	ENGINEERING AND ARCHITECTURE GROUP	871	NAVAL ARCHITECTURE	944	128590	12
202409	37	METAL PROCESSING FAMILY	3705	NON-DESTRUCTIVE TESTING	938	76728	8.1
202409	10	INFORMATION AND ARTS GROUP	1071	AUDIOVISUAL PRODUCTION	937	114234	13.6
202409	42	PLUMBING AND PIPEFITTING FAMILY	4206	PLUMBING	936	73283	8.3
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	682	DENTAL HYGIENE	917	80621	7.7
202409	4	BIOLOGICAL SCIENCES GROUP	421	PLANT PROTECTION TECHNICIAN	910	43525	5.8
202409	8	ENGINEERING AND ARCHITECTURE GROUP	896	INDUSTRIAL ENGINEERING	907	121649	12.1
202409	53	INDUSTRIAL EQUIPMENT MAINTENANCE FAMILY	5301	MISC INDUSTRIAL EQUIPMENT MAINTENANCE	906	85313	12.4
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	668	PODIATRIST	903	196521	9
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	360	EQUAL OPPORTUNITY COMPLIANCE	901	123290	14.8
202409	13	PHYSICAL SCIENCES GROUP	1306	HEALTH PHYSICS	884	127775	14.1
202409	17	EDUCATION GROUP	1740	EDUCATION SERVICES	881	86546	10.8
202409	82	FLUID SYSTEMS MAINTENANCE FAMILY	8255	PNEUDRAULIC SYSTEMS MECHANIC	879	69983	11.3
202409	14	LIBRARY AND ARCHIVES GROUP	1410	LIBRARIAN	875	114629	14
202409	4	BIOLOGICAL SCIENCES GROUP	454	RANGELAND MANAGEMENT	838	82509	13
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	670	HEALTH SYSTEM ADMINISTRATION	832	153293	17.1
202409	5	ACCOUNTING AND BUDGET GROUP	580	CREDIT UNION EXAMINER	831	116760	15.2
202409	54	INDUSTRIAL EQUIPMENT OPERATION FAMILY	5402	BOILER PLANT OPERATING	828	74235	11.1
202409	66	ARMAMENT WORK FAMILY	6652	AIRCRAFT ORDNANCE SYSTEMS MECHANIC	825	84764	8.6
202409	18	INVESTIGATION GROUP	1860	EQUAL OPPORTUNITY INVESTIGATION	822	103579	14.5
202409	21	TRANSPORTATION GROUP	2186	TECHNICAL SYSTEMS PROGRAM MANAGER	803	184598	23.5
202409	17	EDUCATION GROUP	1715	VOCATIONAL REHABILITATION	795	84194	11.8
202409	82	FLUID SYSTEMS MAINTENANCE FAMILY	8268	AIRCRAFT PNEUDRAULIC SYSTEMS MECHANIC	793	78547	8.8
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	170	HISTORY	792	118434	12.8
202409	4	BIOLOGICAL SCIENCES GROUP	470	SOIL SCIENCE	788	103769	15.8
202409	5	ACCOUNTING AND BUDGET GROUP	530	CASH PROCESSING	786	46673	10.8
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	90	GUIDE	786	44515	5.7
202409	4	BIOLOGICAL SCIENCES GROUP	458	SOIL CONSERVATION TECHNICIAN	784	53451	9.4
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	669	MEDICAL RECORDS ADMINISTRATION	771	94436	13.9
202409	54	INDUSTRIAL EQUIPMENT OPERATION FAMILY	5407	ELECTRICAL POWER CONTROLLING	767	126914	14.9
202409	54	INDUSTRIAL EQUIPMENT OPERATION FAMILY	5413	FUEL DISTRIBUTION SYSTEM OPERATING	758	72082	8.4
202409	11	BUSINESS AND INDUSTRY GROUP	1106	PROCUREMENT CLERICAL AND TECHNICIAN	748	59902	15.1
202409	5	ACCOUNTING AND BUDGET GROUP	526	TAX SPECIALIST	747	86544	17.4
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	181	PSYCHOLOGY AID AND TECHNICIAN	740	62672	8.7
202409	52	MISCELLANEOUS OCCUPATIONS FAMILY	5220	SHIPWRIGHT	730	75115	8.6
202409	47	GENERAL MAINTENANCE AND OPERATIONS WORK FAMILY	4754	CEMETERY CARETAKING	725	59036	5.1
202409	4	BIOLOGICAL SCIENCES GROUP	405	PHARMACOLOGY	717	171746	12.6
202409	10	INFORMATION AND ARTS GROUP	1016	MUSEUM SPECIALIST AND TECHNICIAN	717	87303	12.6
