AGYSUB,ACC,EFDATE,AGELVL,EDLVL,GSEGRD,LOSLVL,LOC,OCC,PATCO,PPGRD,SALLVL,TOA,WORKSCH,WORKSTAT,COUNT,SALARY,LOS
DLLS,AC,201611,J,04,05,A,34,0119,3,GS-05,C,15,P,2,1,036515,00.0
DLLS,AC,201412,D,04,09,A,11,0110,1,GS-09,E,15,F,1,1,052146,00.0
DLLS,AC,201501,G,11,05,A,09,0119,3,GS-05,C,15,P,2,1,036018,00.0
DLLS,AC,201611,J,04,05,A,34,0119,3,GS-05,C,15,P,2,1,036515,00.0
DLLS,AC,201504,E,13,09,B,36,0110,1,GS-09,E,15,F,1,1,054576,01.0
DLLS,AC,201504,D,17,09,C,11,0110,1,GS-09,E,15,F,1,1,052668,03.3
DLLS,AC,201611,G,21,14,A,11,0110,1,GS-14,N,15,F,1,1,141555,00.0
DLLS,AC,201412,E,13,05,A,12,0119,3,GS-05,C,15,P,2,1,039012,00.0
DLLS,AC,201603,C,04,05,A,08,0119,3,GS-05,C,15,P,2,1,034742,00.0
DLLS,AC,201611,H,13,05,A,55,0119,3,GS-05,C,20,P,2,1,032318,00.0
DLLS,AC,201412,I,04,05,B,42,0119,3,GS-05,C,15,P,2,1,033742,02.4
DLLS,AD,201806,C,04,05,D,12,0119,3,GS-05,C,38,P,2,1,033394,05.1
DLLS,AA,201806,D,17,11,C,13,0110,1,GS-11,G,10,F,1,1,072863,03.7
DLLS,AC,201412,G,04,05,A,04,0119,3,GS-05,C,15,P,2,1,032348,00.0
DLLS,AC,201806,J,13,05,A,48,0119,3,GS-05,C,15,P,2,1,038132,00.0
DLLS,AC,201504,C,17,07,A,47,0110,1,GS-07,C,15,F,1,1,039570,00.0
DLLS,AC,201806,E,11,05,D,13,0119,3,GS-05,C,15,P,2,1,035070,06.4
DLLS,AC,201603,D,17,07,A,29,0110,1,GS-07,D,15,F,1,1,040082,00.0
DLLS,AD,201603,B,13,07,A,36,0110,1,GS-07,D,35,F,1,1,045232,00.0
DLLS,AC,201601,J,12,05,A,34,0119,3,GS-05,C,15,P,2,1,036515,00.0
DLLS,AC,201601,D,04,05,A,48,0119,3,GS-05,C,15,P,2,1,032318,00.0
DLLS,AC,201601,G,04,05,A,11,0119,3,GS-05,C,15,P,2,1,035265,00.0
DLLS,AC,201601,H,17,05,A,51,0119,3,GS-05,C,15,P,2,1,032999,00.0
DLLS,AC,201601,K,13,05,A,25,0119,3,GS-05,C,15,P,2,1,035381,00.0
DLLS,AC,201601,K,04,05,A,27,0119,3,GS-05,C,15,P,2,1,034282,00.0
DLLS,AD,201601,B,13,07,A,25,0110,1,GS-07,D,35,F,1,1,043828,00.0
DLLS,AC,201504,D,04,07,A,06,0110,1,GS-07,D,15,F,1,1,046846,00.0
DLLS,AC,201504,C,13,07,A,47,0110,1,GS-07,C,15,F,1,1,039570,00.5
DLLS,AC,201603,C,04,07,A,29,0110,1,GS-07,D,15,F,1,1,040082,00.0
DLLS,AC,201504,D,04,07,A,29,0110,1,GS-07,C,15,F,1,1,039570,00.0
DLLS,AC,201806,D,13,09,B,11,0110,1,GS-09,E,15,F,1,1,056233,01.0
DLLS,AC,201806,F,13,05,A,48,0119,3,GS-05,C,15,P,2,1,038132,00.0
DLLS,AC,201609,J,04,05,A,29,0119,3,GS-05,C,15,P,2,1,032357,00.0
DLLS,AC,201806,J,17,05,A,34,0119,3,GS-05,C,10,P,2,1,038245,00.0
DLLS,AC,201609,J,17,15,J,11,0110,1,GS-15,P,20,I,2,1,160300,38.1
DLLS,AC,201806,H,17,05,A,16,0119,3,GS-05,C,20,P,2,1,033394,00.0
DLLS,AC,201806,H,04,05,A,34,0119,3,GS-05,C,15,P,2,1,038245,00.0
DLLS,AC,201603,B,04,05,A,08,0119,3,GS-05,C,15,P,2,1,034742,00.0
DLLS,AC,201612,C,04,05,A,06,0119,3,GS-05,C,15,P,2,1,036076,00.0
DLLS,AC,201609,G,04,06,B,13,0119,3,GS-06,C,15,F,1,1,037672,01.6
DLLS,AC,201612,G,04,05,A,36,0119,3,GS-05,C,15,P,2,1,036515,00.0
DLLS,AA,201806,G,04,05,B,29,0119,3,GS-05,C,15,P,2,1,038208,01.5
DLLS,AC,201612,F,04,05,A,36,0119,3,GS-05,C,15,P,2,1,036515,00.0
DLLS,AC,201609,C,04,05,A,17,0119,3,GS-05,C,15,P,2,1,035452,00.0
DLLS,AC,201609,B,04,05,A,18,0119,3,GS-05,C,20,P,2,1,032318,00.0
DLLS,AC,201701,B,13,07,A,41,0110,1,GS-07,D,15,F,1,1,043120,00.0
DLLS,AD,201701,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.0
DLLS,AD,201701,C,04,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.0
DLLS,AD,201701,C,17,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.0
DLLS,AC,201612,H,04,05,A,51,0119,3,GS-05,C,15,P,2,1,032999,00.0
DLLS,AD,201701,G,04,05,A,40,0119,3,GS-05,C,30,P,2,1,032844,00.0
DLLS,AD,201701,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.0
DLLS,AC,201806,B,17,11,A,11,0110,1,GS-11,F,15,F,1,1,068036,00.9
DLLS,AD,201701,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.0
DLLS,AC,201701,I,07,05,D,42,0119,3,GS-05,C,15,P,2,1,033643,06.8
DLLS,AC,201612,K,04,05,G,49,0119,3,GS-05,D,10,P,2,1,042012,22.2
DLLS,AD,201701,B,04,07,A,13,0110,1,GS-07,D,35,F,1,1,042678,00.0
DLLS,AD,201701,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.0
DLLS,AC,201701,F,04,05,A,34,0119,3,GS-05,C,15,P,2,1,037457,00.0
DLLS,AC,201609,B,04,07,A,29,0110,1,GS-07,D,15,F,1,1,040082,00.0
DLLS,AC,201701,D,04,05,A,22,0119,3,GS-05,C,15,P,2,1,032844,00.0
DLLS,AC,201609,J,04,05,A,06,0119,3,GS-05,C,15,P,2,1,038366,00.0
DLLS,AD,201701,B,13,07,A,36,0110,1,GS-07,D,35,F,1,1,046398,00.0
DLLS,AC,201806,G,13,05,C,45,0119,3,GS-05,C,15,P,2,1,036734,04.5
DLLS,AD,201701,C,17,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.0
DLLS,AD,201701,B,04,07,A,13,0110,1,GS-07,D,35,F,1,1,042678,00.0
DLLS,AC,201701,I,04,05,A,24,0119,3,GS-05,C,15,P,2,1,036281,00.0
DLLS,AD,201701,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.0
DLLS,AC,201806,K,13,05,A,34,0119,3,GS-05,C,15,P,2,1,038245,00.0
DLLS,AC,201701,E,13,12,F,39,0110,1,GS-12,H,10,F,1,1,085097,16.5
DLLS,AC,201701,D,13,07,A,41,0110,1,GS-07,D,15,F,1,1,043120,00.0
DLLS,AC,201612,F,04,05,A,02,0119,3,GS-05,D,15,P,2,1,045984,00.0
DLLS,AC,201701,E,04,05,A,48,0119,3,GS-05,C,15,P,2,1,034999,00.0
DLLS,AD,201701,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.0
DLLS,AD,201701,B,13,07,B,11,0110,1,GS-07,D,35,F,1,1,044941,01.5
DLLS,AC,201609,D,04,05,A,40,0119,3,GS-05,C,15,P,2,1,032318,00.0
DLLS,AD,201701,C,17,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.0
DLLS,AC,201612,F,17,09,A,17,0110,1,GS-09,E,15,F,1,1,053717,00.0
DLLS,AC,201701,K,04,05,A,29,0119,3,GS-05,C,15,P,2,1,033064,00.0
DLLS,AC,201609,B,13,07,A,48,0110,1,GS-07,D,15,F,1,1,042375,00.0
DLLS,AC,201609,D,04,05,A,48,0119,3,GS-05,C,15,P,2,1,034208,00.0
DLLS,AC,201609,B,13,06,A,06,0119,3,GS-06,D,15,F,1,1,042767,00.0
DLLS,AC,201609,H,17,05,A,06,0119,3,GS-05,C,15,P,2,1,035251,00.0
DLLS,AC,201609,H,04,06,A,13,0119,3,GS-06,C,15,F,1,1,037672,00.6
DLLS,AC,201609,K,04,05,A,48,0119,3,GS-05,C,10,P,2,1,034208,00.0
DLLS,AD,201609,B,17,09,A,11,0110,1,GS-09,E,35,F,1,1,053435,00.0
DLLS,AC,201501,G,04,05,A,42,0119,3,GS-05,C,15,P,2,1,034079,00.0
DLLS,AC,201609,F,04,05,A,48,0119,3,GS-05,C,15,P,2,1,034208,00.0
DLLS,AC,201501,H,13,05,A,12,0119,3,GS-05,C,15,P,2,1,031944,00.0
DLLS,AC,201609,F,04,05,A,42,0119,3,GS-05,C,15,P,2,1,034542,00.0
DLLS,AC,201609,E,04,05,A,42,0119,3,GS-05,C,15,P,2,1,034542,00.0
DLLS,AC,201609,C,04,05,A,42,0119,3,GS-05,C,15,P,2,1,034542,00.0
DLLS,AC,201609,C,04,07,A,47,0110,1,GS-07,D,15,F,1,1,040033,00.0
DLLS,AD,201609,B,13,07,A,48,0110,1,GS-07,D,35,F,1,1,042375,00.0
DLLS,AC,201502,H,21,09,A,11,0110,1,GS-09,E,15,F,1,1,052668,00.1
DLLS,AD,201609,B,04,07,A,29,0110,1,GS-07,D,35,F,1,1,040082,00.0
DLLS,AD,201609,C,04,07,A,47,0110,1,GS-07,D,35,F,1,1,040033,00.0
DLLS,AC,201502,J,17,05,A,17,0119,3,GS-05,C,15,P,2,1,035005,00.0
DLLS,AA,201505,C,13,07,D,06,0110,1,GS-07,D,15,F,1,1,046846,07.8
DLLS,AA,201505,E,13,12,E,29,0110,1,GS-12,G,10,F,1,1,077213,13.9
DLLS,AC,201502,J,12,05,A,25,0119,3,GS-05,C,15,P,2,1,034922,00.0
DLLS,AC,201502,E,17,09,D,11,0110,1,GS-09,E,10,F,1,1,057934,05.4
DLLS,AC,201502,F,17,05,A,39,0119,3,GS-05,C,15,P,2,1,031944,00.0
DLLS,AD,201505,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043057,00.0
DLLS,AC,201512,J,04,05,A,53,0119,3,GS-05,C,15,P,2,1,031944,00.0
DLLS,AC,201512,B,04,05,A,06,0119,3,GS-05,C,15,P,2,1,034194,00.0
DLLS,AC,201505,C,17,09,A,17,0110,1,GS-09,E,15,F,1,1,053041,00.0
DLLS,AC,201505,F,17,12,F,42,0110,1,GS-12,I,10,F,1,1,093022,15.4
DLLS,AC,201505,J,04,05,A,04,0119,3,GS-05,C,15,P,2,1,032672,00.0
DLLS,AC,201505,E,04,09,D,36,0110,1,GS-09,F,10,F,1,1,060032,05.7
DLLS,AC,201505,D,21,12,A,11,0110,1,GS-12,I,15,F,1,1,099296,00.0
DLLS,AC,201807,E,04,05,A,45,0119,3,GS-05,C,15,P,2,1,033394,00.0
DLLS,AC,201807,D,04,05,A,34,0119,3,GS-05,C,15,P,2,1,038245,00.0
DLLS,AC,201807,E,13,05,A,36,0119,3,GS-05,C,15,P,2,1,038245,00.0
DLLS,AD,201606,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043684,00.0
DLLS,AD,201606,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043684,00.0
DLLS,AD,201606,C,17,07,A,11,0110,1,GS-07,D,35,F,1,1,043684,00.0
DLLS,AD,201606,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043684,00.0
DLLS,AD,201606,C,17,09,A,11,0110,1,GS-09,E,35,F,1,1,053435,00.0
DLLS,AC,201606,D,17,05,A,08,0119,3,GS-05,C,15,P,2,1,034742,00.0
DLLS,AC,201807,C,17,09,B,11,0110,1,GS-09,F,15,F,1,1,061857,01.3
DLLS,AC,201807,H,13,05,A,48,0119,3,GS-05,C,15,P,2,1,033394,00.0
DLLS,AC,201807,C,13,05,A,06,0119,3,GS-05,C,15,P,2,1,036141,00.0
DLLS,AC,201506,D,17,07,A,13,0110,1,GS-07,D,15,F,1,1,041348,00.0
DLLS,AC,201807,F,10,05,A,41,0119,3,GS-05,D,15,P,2,1,046108,00.0
DLLS,AC,201807,D,10,05,A,42,0119,3,GS-05,C,15,P,2,1,036063,00.0
DLLS,AC,201807,C,13,05,A,11,0119,3,GS-05,C,15,P,2,1,037113,00.0
DLLS,AC,201807,I,04,05,A,26,0119,3,GS-05,C,15,P,2,1,036543,00.0
DLLS,AC,201807,J,10,05,A,06,0119,3,GS-05,D,10,P,2,1,048121,00.0
DLLS,AC,201606,B,04,07,A,48,0110,1,GS-07,D,15,F,1,1,045200,00.0
DLLS,AC,201606,J,15,07,G,29,0119,3,GS-07,E,10,P,2,1,052107,20.3
DLLS,AD,201606,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043684,00.0
DLLS,AC,201807,E,17,05,A,17,0119,3,GS-05,D,15,P,2,1,045507,00.3
DLLS,AC,201807,E,13,05,A,36,0119,3,GS-05,C,15,P,2,1,033394,00.0
DLLS,AD,201606,B,11,07,A,11,0110,1,GS-07,D,35,F,1,1,043684,00.0
DLLS,AA,201606,F,17,15,F,11,0110,1,GS-15,O,10,F,1,1,153702,17.9
DLLS,AC,201606,G,04,05,A,34,0119,3,GS-05,C,15,P,2,1,036515,00.0
DLLS,AD,201506,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043057,00.0
DLLS,AC,201807,I,04,05,A,31,0119,3,GS-05,C,15,P,2,1,033394,00.0
DLLS,AC,201809,B,13,07,A,11,0110,1,GS-07,D,15,F,1,1,045972,00.0
DLLS,AC,201809,B,13,07,A,11,0110,1,GS-07,D,15,F,1,1,045972,00.0
DLLS,AC,201809,C,09,05,A,34,0119,3,GS-05,C,15,P,2,1,038245,00.0
DLLS,AD,201606,B,13,07,A,36,0110,1,GS-07,D,35,F,1,1,045232,00.0
DLLS,AC,201809,C,13,09,A,11,0110,1,GS-09,E,15,F,1,1,056233,00.9
DLLS,AC,201807,C,13,09,B,11,0110,1,GS-09,E,15,F,1,1,056233,01.0
DLLS,AD,201506,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043057,00.0
DLLS,AC,201809,E,13,07,A,41,0110,1,GS-07,E,15,F,1,1,057110,00.0
DLLS,AC,201809,D,13,05,A,24,0119,3,GS-05,C,15,P,2,1,037113,00.0
DLLS,AC,201809,H,04,05,A,06,0119,3,GS-05,C,15,P,2,1,033394,00.0
DLLS,AC,201809,C,17,07,A,11,0110,1,GS-07,D,15,F,1,1,045972,00.0
DLLS,AC,201807,H,04,05,A,55,0119,3,GS-05,C,15,P,2,1,034775,00.0
DLLS,AC,201807,F,04,05,A,25,0119,3,GS-05,C,15,P,2,1,036899,00.0
DLLS,AC,201807,B,13,09,A,11,0110,1,GS-09,E,15,F,1,1,056233,00.0
DLLS,AC,201807,C,04,05,A,11,0119,3,GS-05,C,15,P,2,1,037113,00.0
DLLS,AC,201506,K,13,05,A,12,0119,3,GS-05,C,15,P,2,1,031944,00.0
DLLS,AA,201606,H,13,12,E,48,0110,1,GS-12,I,10,F,1,1,097717,11.7
DLLS,AD,201506,C,14,07,A,11,0110,1,GS-07,D,35,F,1,1,043057,00.0
DLLS,AC,201606,E,09,05,A,34,0119,3,GS-05,C,15,P,2,1,036515,00.0
DLLS,AD,201606,C,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043684,00.0
DLLS,AC,201606,I,13,05,A,34,0119,3,GS-05,C,15,P,2,1,036515,00.0
DLLS,AD,201606,E,13,07,A,25,0110,1,GS-07,D,35,F,1,1,043828,00.0
DLLS,AC,201506,H,04,05,C,06,0119,3,GS-05,C,15,P,2,1,031944,03.1
DLLS,AC,201506,J,04,05,A,48,0119,3,GS-05,C,15,P,2,1,031944,00.0
DLLS,AC,201807,E,17,05,A,24,0119,3,GS-05,C,15,P,2,1,037113,00.0
DLLS,AC,201807,D,13,05,B,26,0119,3,GS-05,D,15,P,2,1,047508,01.7
DLLS,AC,201807,I,04,05,D,12,0119,3,GS-05,D,10,P,2,1,043414,08.3
DLLS,AD,201606,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043684,00.0
DLLS,AD,201506,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043057,00.0
DLLS,AC,201807,D,17,09,A,11,0110,1,GS-09,E,15,F,1,1,056233,00.0
DLLS,AD,201506,C,13,07,B,11,0110,1,GS-07,D,35,F,1,1,043057,01.3
DLLS,AD,201606,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043684,00.0
DLLS,AC,201807,B,17,09,A,11,0110,1,GS-09,E,15,F,1,1,056233,00.0
DLLS,AC,201807,F,10,05,A,06,0119,3,GS-05,C,15,P,2,1,037793,00.0
DLLS,AD,201606,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043684,00.0
DLLS,AC,201606,D,04,13,A,11,0110,1,GS-13,K,15,F,1,1,116722,00.0
DLLS,AD,201506,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043057,00.0
DLLS,AC,201807,C,13,09,B,11,0110,1,GS-09,E,15,F,1,1,056233,01.0
DLLS,AA,201807,E,10,05,D,06,0119,3,GS-05,C,10,P,2,1,039053,05.8
DLLS,AC,201506,H,13,05,A,04,0119,3,GS-05,D,15,P,2,1,042476,00.0
DLLS,AC,201506,D,17,05,A,12,0119,3,GS-05,C,15,P,2,1,033799,00.0
DLLS,AD,201606,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043684,00.0
DLLS,AD,201606,B,17,09,A,11,0110,1,GS-09,E,35,F,1,1,053435,00.0
DLLS,AC,201506,I,04,05,A,16,0119,3,GS-05,C,15,P,2,1,031944,00.0
DLLS,AC,201811,G,04,05,A,17,0119,3,GS-05,C,15,P,2,1,036896,00.0
DLLS,AD,201506,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043057,00.0
DLLS,AD,201506,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043057,00.0
DLLS,AC,201811,C,13,09,A,11,0110,1,GS-09,E,15,F,1,1,056233,00.0
DLLS,AC,201811,E,11,05,A,36,0119,3,GS-05,C,15,P,2,1,038245,00.0
DLLS,AC,201811,F,13,07,A,36,0110,1,GS-07,D,15,F,1,1,047374,00.0
DLLS,AC,201506,I,04,05,A,48,0119,3,GS-05,C,15,P,2,1,033766,00.0
DLLS,AD,201506,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043057,00.0
DLLS,AC,201811,J,04,05,A,17,0119,3,GS-05,C,15,P,2,1,036896,00.0
DLLS,AA,201811,D,04,15,E,11,0110,1,GS-15,N,10,F,1,1,143774,12.4
DLLS,AC,201811,F,13,07,A,11,0110,1,GS-07,D,15,F,1,1,045972,00.0
DLLS,AC,201811,E,17,07,A,06,0110,1,GS-07,D,15,F,1,1,049937,00.0
DLLS,AC,201811,E,17,09,A,11,0110,1,GS-09,E,15,F,1,1,056233,00.0
DLLS,AC,201811,C,04,09,A,11,0110,1,GS-09,E,15,F,1,1,056233,00.0
DLLS,AC,201811,G,13,05,E,06,0119,3,GS-05,E,15,P,2,1,052411,14.0
DLLS,AC,201811,H,13,05,A,06,0119,3,GS-05,E,15,P,2,1,052411,00.0
DLLS,AC,201811,C,17,09,A,11,0110,1,GS-09,E,15,F,1,1,056233,00.0
DLLS,AA,201811,H,04,05,C,29,0119,3,GS-05,C,10,P,2,1,033712,03.9
DLLS,AC,201811,E,04,09,A,13,0110,1,GS-09,E,15,F,1,1,053137,00.0
DLLS,AC,201811,H,18,09,D,11,0110,1,GS-09,E,10,F,1,1,059983,06.2
DLLS,AD,201503,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043057,00.0
DLLS,AD,201701,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.0
DLLS,AC,201701,E,04,05,D,47,0119,3,GS-05,D,15,P,2,1,040511,06.6
DLLS,AD,201701,C,17,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.0
DLLS,AC,201701,F,04,05,A,34,0119,3,GS-05,C,15,P,2,1,037457,00.0
DLLS,AD,201701,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.0
DLLS,AD,201701,D,17,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.0
DLLS,AD,201701,B,13,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.0
DLLS,AD,201701,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.0
DLLS,AD,201701,B,04,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.0
DLLS,AC,201701,C,04,07,B,29,0110,1,GS-07,D,15,F,1,1,040956,02.3
DLLS,AD,201701,B,04,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.0
DLLS,AD,201503,C,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043057,00.0
DLLS,AD,201701,B,17,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.0
DLLS,AC,201701,G,04,05,A,36,0119,3,GS-05,C,15,P,2,1,033871,00.0
DLLS,AD,201701,B,13,07,A,36,0110,1,GS-07,D,35,F,1,1,046398,00.0
DLLS,AC,201701,E,17,05,A,11,0119,3,GS-05,C,15,P,2,1,036281,00.0
DLLS,AC,201701,B,04,07,A,29,0110,1,GS-07,D,15,F,1,1,040871,00.0
DLLS,AD,201701,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.0
DLLS,AC,201701,D,17,12,A,11,0110,1,GS-12,J,15,F,1,1,103639,00.0
DLLS,AC,201701,B,04,07,A,17,0110,1,GS-07,D,15,F,1,1,044853,00.0
DLLS,AD,201701,C,17,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.0
DLLS,AC,201701,D,04,07,A,12,0110,1,GS-07,D,15,F,1,1,040684,00.0
DLLS,AC,201701,G,04,05,A,22,0119,3,GS-05,C,15,P,2,1,032844,00.0
DLLS,AC,201701,B,04,05,A,39,0119,3,GS-05,C,15,P,2,1,033823,00.0
DLLS,AD,201701,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.0
DLLS,AA,201701,D,04,12,D,13,0110,1,GS-12,H,10,F,1,1,083277,09.4
DLLS,AD,201701,C,17,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.0
DLLS,AD,201701,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.0
DLLS,AC,201701,D,04,05,A,22,0119,3,GS-05,C,15,P,2,1,032844,00.0
DLLS,AC,201805,I,04,05,A,55,0119,3,GS-05,C,15,P,2,1,034775,00.0
DLLS,AC,201805,C,13,05,A,05,0119,3,GS-05,C,15,P,2,1,033394,00.0
DLLS,AC,201503,K,13,05,A,17,0119,3,GS-05,C,15,P,2,1,035005,00.0
DLLS,AC,201805,G,04,05,A,12,0119,3,GS-05,C,15,P,2,1,033556,00.0
DLLS,AC,201503,I,13,05,A,51,0119,3,GS-05,C,15,P,2,1,032591,00.0
DLLS,AC,201805,D,17,05,A,20,0119,3,GS-05,C,15,P,2,1,033394,00.0
DLLS,AC,201805,E,17,05,A,12,0119,3,GS-05,C,15,P,2,1,033556,00.0
DLLS,AC,201607,D,17,07,A,41,0110,1,GS-07,D,15,F,1,1,042252,00.0
DLLS,AC,201607,J,17,13,J,11,0110,1,GS-13,K,20,I,2,1,119794,41.2
DLLS,AC,201805,I,04,05,A,05,0119,3,GS-05,C,15,P,2,1,033394,00.0
DLLS,AC,201805,B,17,05,A,20,0119,3,GS-05,C,15,P,2,1,033394,00.0
DLLS,AD,201805,D,04,05,A,05,0119,3,GS-05,C,38,P,2,1,033394,00.0
DLLS,AD,201607,B,17,09,A,11,0110,1,GS-09,E,35,F,1,1,053435,00.0
DLLS,AC,201805,C,04,05,A,20,0119,3,GS-05,C,15,P,2,1,033394,00.0
DLLS,AC,201607,I,04,05,A,13,0119,3,GS-05,C,15,P,2,1,033796,00.0
DLLS,AD,201607,C,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043684,00.0
DLLS,AD,201607,B,17,09,A,11,0110,1,GS-09,E,35,F,1,1,053435,00.0
DLLS,AC,201805,K,04,05,A,31,0119,3,GS-05,C,15,P,2,1,033394,00.0
DLLS,AC,201607,E,13,05,A,13,0119,3,GS-05,D,15,P,2,1,042807,00.8
DLLS,AD,201607,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043684,00.0
DLLS,AC,201604,I,13,05,A,54,0119,3,GS-05,C,15,P,2,1,032318,00.0
DLLS,AC,201607,J,10,05,A,45,0119,3,GS-05,C,15,P,2,1,032318,00.0
DLLS,AC,201604,D,04,05,C,48,0119,3,GS-05,D,15,P,2,1,044470,04.5
DLLS,AC,201604,E,09,05,A,36,0119,3,GS-05,C,15,P,2,1,032318,00.0
DLLS,AD,201607,C,17,09,A,11,0110,1,GS-09,E,35,F,1,1,053435,00.0
DLLS,AD,201604,B,17,07,A,11,0110,1,GS-07,D,35,F,1,1,043684,00.0
DLLS,AC,201604,C,13,07,A,47,0110,1,GS-07,D,15,F,1,1,040033,00.0
DLLS,AD,201607,G,04,07,A,29,0119,3,GS-07,D,38,F,1,1,049434,00.0
DLLS,AC,201604,K,17,05,A,42,0119,3,GS-05,C,15,P,2,1,034542,00.0
DLLS,AC,201604,E,04,05,A,18,0119,3,GS-05,C,15,P,2,1,032318,00.0
DLLS,AD,201604,C,17,07,A,36,0110,1,GS-07,D,35,F,1,1,045232,00.0
DLLS,AC,201610,H,13,07,A,37,0110,1,GS-07,D,15,F,1,1,040064,00.0
DLLS,AC,201604,G,13,05,A,42,0119,3,GS-05,C,15,P,2,1,034542,00.0
DLLS,AC,201604,K,04,05,C,28,0119,3,GS-05,C,15,P,2,1,032318,03.4
DLLS,AC,201610,C,17,09,A,11,0110,1,GS-09,E,15,F,1,1,053435,00.0
DLLS,AC,201604,K,17,05,D,26,0119,3,GS-05,C,15,P,2,1,032318,09.3
DLLS,AD,201605,B,04,07,A,06,0110,1,GS-07,D,35,F,1,1,047525,00.0
DLLS,AC,201605,C,04,07,A,29,0110,1,GS-07,D,15,F,1,1,040082,00.0
DLLS,AC,201604,H,04,05,A,36,0119,3,GS-05,C,15,P,2,1,032318,00.0
DLLS,AC,201604,J,04,05,A,27,0119,3,GS-05,C,15,P,2,1,039995,00.0
DLLS,AC,201604,H,13,05,A,36,0119,3,GS-05,C,15,P,2,1,036515,00.0
DLLS,AC,201510,E,13,05,C,06,0119,3,GS-05,D,15,P,2,1,040328,03.0
DLLS,AC,201604,D,04,07,B,48,0110,1,GS-07,D,15,F,1,1,042375,01.1
DLLS,AD,201605,B,04,07,A,11,0110,1,GS-07,D,35,F,1,1,043684,00.0
DLLS,AC,201604,D,04,07,A,29,0110,1,GS-07,D,15,F,1,1,040082,00.0
DLLS,AC,201605,D,13,12,C,11,0110,1,GS-12,G,10,F,1,1,077490,03.3
DLLS,AC,201510,G,13,05,A,06,0119,3,GS-05,C,15,P,2,1,034751,00.0
DLLS,AC,201510,E,13,05,A,13,0119,3,GS-05,C,15,P,2,1,031944,00.0
DLLS,AC,201510,C,13,07,A,11,0110,1,GS-07,D,15,F,1,1,043057,00.0
DLLS,AC,201610,I,13,05,A,06,0119,3,GS-05,C,15,P,2,1,036076,00.0
DLLS,AD,201605,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043684,00.0
DLLS,AD,201605,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,043684,00.0
DLLS,AC,201605,C,17,13,D,11,0110,1,GS-13,I,10,F,1,1,092145,06.0
DLLS,AC,201510,B,13,07,B,11,0110,1,GS-07,E,15,F,1,1,053100,01.3
DLLS,AC,201604,F,04,05,A,42,0119,3,GS-05,C,15,P,2,1,034542,00.0
DLLS,AC,201510,G,13,05,A,39,0119,3,GS-05,C,15,P,2,1,031944,00.0
