AGYSUB,SEP,EFDATE,AGELVL,EDLVL,GSEGRD,LOSLVL,LOC,OCC,PATCO,PPGRD,SALLVL,TOA,WORKSCH,WORKSTAT,COUNT,SALARY,LOS
CM63,SA,201608,G,21,12,D,24,0110,1,GS-12,J,10,F,1,1,100736,06.0
CM63,SC,201608,D,04,13,C,24,0110,1,GS-13,I,10,F,1,1,098289,03.1
CM63,SD,201602,J,21,15,J,24,0110,1,GS-15,P,10,F,1,1,160300,35.0
CM63,SC,201901,D,21,12,B,24,0110,1,GS-12,H,15,F,1,1,089703,02.9
CM63,SC,201904,E,04,13,D,53,0110,1,GS-13,J,10,F,1,1,109543,06.6
CM65,SC,201803,I,21,,F,11,0110,1,ES-**,R,50,F,1,1,189163,16.8
CM65,SD,201712,K,17,15,G,11,0110,1,GS-15,P,10,F,1,1,161900,22.6
CM65,SC,201701,J,21,,B,11,0110,1,ES-**,R,55,F,1,1,180000,01.2
CM65,SC,201509,H,21,,F,11,0110,1,EX-03,Z,46,F,2,1,,19.7
CT00,SC,201807,G,21,,G,11,0110,1,CT-14,Q,10,F,1,1,178489,20.0
CT00,SC,201709,C,13,,D,11,0110,1,CT-13,K,10,F,1,1,119557,06.1
CT00,SA,201507,E,13,,C,11,0110,1,CT-12,J,10,F,1,1,102000,03.8
CT00,SJ,201511,F,21,,C,11,0110,1,CT-13,K,20,F,2,1,117531,03.9
CT00,SE,201810,I,17,,H,11,0110,1,CT-14,T,10,F,1,1,205189,29.4
CT00,SK,201711,H,17,,F,11,0110,1,CT-13,L,10,F,1,1,128197,16.8
CT00,SC,201901,D,17,,C,11,0110,1,CT-14,O,10,F,1,1,153639,04.3
CU00,SC,201704,H,21,,D,51,0110,1,CU-14,Q,10,F,1,1,170179,06.2
CU00,SC,201607,C,13,,C,51,0110,1,CU-11,I,10,F,1,1,091378,04.2
CU00,SC,201509,G,21,,F,51,0110,1,SS-02,U,10,F,1,1,238614,15.0
CU00,SD,201901,J,21,,H,51,0110,1,SS-02,W,10,F,1,1,,26.6
DD07,SC,201805,G,14,13,G,51,0110,1,GS-13,K,10,F,1,1,116365,21.3
DD07,SA,201602,F,17,13,B,51,0110,1,GS-13,I,15,F,1,1,092145,01.8
DD63,SK,201901,G,17,13,F,42,0110,1,GS-13,K,10,F,1,1,115305,15.0
DD69,SC,201609,I,04,,D,11,0110,1,AD-04,N,48,F,2,1,140008,06.0
DD69,SA,201709,F,21,,E,11,0110,1,AD-04,Q,48,F,2,1,172100,13.5
DD69,SD,201607,K,17,,F,11,0110,1,AD-04,O,48,F,2,1,150616,15.0
DD69,SC,201607,I,04,,H,11,0110,1,AD-04,P,48,F,2,1,160300,25.9
DJ01,SC,201703,D,21,14,B,11,0110,1,GS-14,K,15,F,1,1,119489,02.5
DJ01,SC,201806,F,21,15,C,11,0110,1,GS-15,N,10,F,1,1,148267,03.1
DJ01,SC,201609,H,21,15,D,11,0110,1,GS-15,P,10,F,1,1,160300,05.6
DJ01,SC,201806,E,21,15,D,11,0110,1,GS-15,N,10,F,1,1,148267,05.8
DJ01,SC,201707,F,21,15,E,11,0110,1,GS-15,O,10,F,1,1,158123,10.9
DJ01,SC,201505,D,21,12,A,11,0110,1,GS-12,G,15,F,1,1,076378,00.8
DJ01,SC,201802,F,21,15,B,11,0110,1,GS-15,O,15,F,1,1,157253,02.3
DJ01,SC,201606,D,21,15,D,11,0110,1,GS-15,M,10,F,1,1,132352,05.6
DJ01,SD,201811,K,21,15,H,11,0110,1,GS-15,P,10,F,1,1,164200,27.3
DJ01,SD,201607,K,21,15,J,11,0110,1,GS-15,P,10,F,1,1,160300,39.8
DJ01,SC,201708,E,17,14,C,11,0110,1,GS-14,K,15,F,1,1,112021,04.1
DJ01,SD,201411,K,21,15,J,11,0110,1,GS-15,O,10,F,1,1,157100,39.2
DJ01,SD,201411,K,21,15,G,11,0110,1,GS-15,N,10,P,2,1,141660,20.2
DJ01,SD,201602,K,17,15,J,11,0110,1,GS-15,P,10,F,1,1,160300,36.7
DJ01,SE,201812,H,21,,G,11,0110,1,ES-**,R,50,F,1,1,189600,24.4
DJ01,SE,201812,H,21,15,G,11,0110,1,GS-15,P,10,F,1,1,164200,20.2
DJ01,SC,201907,E,21,15,C,11,0110,1,GS-15,M,10,F,1,1,137849,03.9
DJ01,SD,201907,K,21,,J,11,0110,1,SL-00,S,10,F,1,1,192300,41.8
DJ01,SA,201906,E,21,15,D,11,0110,1,GS-15,P,10,F,1,1,160822,08.7
DJ01,SA,201905,G,17,15,E,11,0110,1,GS-15,P,10,F,1,1,166500,10.8
DJ01,SA,201905,F,21,15,E,11,0110,1,GS-15,P,10,F,1,1,165417,11.7
DJ01,SC,201908,D,21,15,C,11,0110,1,GS-15,M,10,F,1,1,137849,03.8
DLAA,SC,201701,G,21,,B,11,0110,1,SL-00,O,44,F,2,1,157095,02.3
DLBL,SD,201502,J,14,13,H,11,0110,1,GS-13,K,10,F,1,1,118069,27.8
DLBL,SD,201704,K,21,,J,11,0110,1,ES-**,R,50,F,1,1,187000,41.6
DLBL,SD,201507,K,17,15,J,11,0110,1,GS-15,O,10,F,1,1,158700,45.2
DLBL,SC,201508,F,15,14,E,11,0110,1,GS-14,K,10,F,1,1,114480,12.0
DLBL,SJ,201808,K,17,15,J,11,0110,1,GS-15,P,20,I,2,1,164200,46.8
DLBL,SD,201903,K,17,13,I,11,0110,1,GS-13,L,10,F,1,1,128920,31.6
DLLS,SD,201611,I,13,12,I,13,0110,1,GS-12,I,10,F,1,1,096538,31.5
DLLS,SD,201501,K,17,07,E,26,0119,3,GS-07,E,10,P,2,1,051612,11.4
DLLS,SC,201501,K,04,05,B,12,0119,3,GS-05,C,15,P,2,1,034926,01.0
DLLS,SD,201412,K,13,13,H,48,0110,1,GS-13,K,10,F,1,1,111809,26.0
DLLS,SC,201611,C,17,12,B,11,0110,1,GS-12,G,15,F,1,1,077490,02.1
DLLS,SD,201611,K,13,12,J,11,0110,1,GS-12,J,10,F,1,1,100736,42.5
DLLS,SD,201501,J,14,12,J,11,0110,1,GS-12,I,10,F,1,1,098305,38.8
DLLS,SC,201501,E,13,13,E,11,0110,1,GS-13,J,10,F,1,1,108987,14.5
DLLS,SD,201501,K,04,07,J,48,0119,3,GS-07,E,10,P,2,1,050932,37.9
DLLS,SC,201501,D,17,12,C,11,0110,1,GS-12,G,10,F,1,1,076378,03.3
DLLS,SC,201703,D,13,12,D,06,0110,1,GS-12,I,10,F,1,1,095330,08.5
DLLS,SC,201501,C,17,11,B,11,0110,1,GS-11,F,15,P,2,1,065194,02.3
DLLS,SD,201703,K,04,07,D,29,0119,3,GS-07,D,10,P,2,1,046419,08.5
DLLS,SD,201501,I,13,14,I,11,0110,1,GS-14,L,10,F,1,1,123970,33.4
DLLS,SD,201504,J,17,07,F,42,0119,3,GS-07,E,10,P,2,1,053468,17.9
DLLS,SC,201703,K,17,05,A,39,0119,3,GS-05,C,15,P,2,1,033566,00.3
DLLS,SD,201504,I,17,12,I,42,0110,1,GS-12,I,10,F,1,1,097354,34.1
DLLS,SJ,201504,K,22,13,J,11,0110,1,GS-13,I,20,I,2,1,090823,45.3
DLLS,SK,201611,E,13,12,F,11,0110,1,GS-12,I,10,F,1,1,095570,17.3
DLLS,SD,201703,J,13,12,F,06,0110,1,GS-12,J,10,F,1,1,106887,16.7
DLLS,SC,201703,K,04,05,D,48,0119,3,GS-05,D,10,P,2,1,040835,06.0
DLLS,SC,201703,G,13,05,C,12,0119,3,GS-05,D,15,P,2,1,042702,04.8
DLLS,SD,201412,J,17,07,E,06,0119,3,GS-07,D,10,P,2,1,043097,11.3
DLLS,SC,201412,H,07,05,D,06,0119,3,GS-05,D,15,P,2,1,042439,09.9
DLLS,SC,201703,G,13,12,F,26,0110,1,GS-12,I,10,F,1,1,097225,17.4
DLLS,SD,201611,K,14,,J,11,0110,1,ES-**,R,50,F,1,1,185100,44.5
DLLS,SC,201703,H,04,07,A,29,0119,3,GS-07,E,38,F,1,1,050411,00.6
DLLS,SA,201611,D,13,06,C,48,0119,3,GS-06,D,10,P,2,1,040674,03.8
DLLS,SC,201611,D,04,07,D,51,0119,3,GS-07,D,10,P,2,1,045371,09.0
DLLS,SA,201603,D,13,13,E,11,0110,1,GS-13,J,10,F,1,1,101361,13.0
DLLS,SC,201412,D,13,12,D,11,0110,1,GS-12,H,10,F,1,1,085703,09.4
DLLS,SK,201806,I,17,07,D,06,0119,3,GS-07,E,10,P,2,1,054931,07.4
DLLS,SD,201504,I,21,,I,11,0110,1,ES-**,R,50,F,1,1,181425,32.8
DLLS,SA,201504,D,04,05,A,06,0119,3,GS-05,D,15,P,2,1,045179,00.2
DLLS,SA,201603,C,13,12,D,11,0110,1,GS-12,H,10,F,1,1,082656,05.5
DLLS,SC,201806,C,13,11,B,11,0110,1,GS-11,F,15,F,1,1,068036,02.8
DLLS,SC,201601,J,13,07,C,31,0119,3,GS-07,D,10,P,2,1,040033,03.7
DLLS,SA,201504,E,13,13,E,11,0110,1,GS-13,I,10,F,1,1,099905,10.4
DLLS,SC,201603,C,13,13,D,11,0110,1,GS-13,I,10,F,1,1,092145,06.7
DLLS,SD,201601,K,13,13,J,11,0110,1,GS-13,K,10,F,1,1,118069,43.4
DLLS,SK,201504,H,13,14,H,17,0110,1,GS-14,M,10,F,1,1,133305,29.5
DLLS,SC,201601,H,04,05,A,42,0119,3,GS-05,C,15,P,2,1,034542,00.9
DLLS,SC,201504,E,13,09,C,06,0110,1,GS-09,G,15,F,1,1,070670,04.3
DLLS,SD,201612,K,21,12,G,11,0110,1,GS-12,I,10,F,1,1,092987,22.9
DLLS,SC,201504,I,13,05,A,36,0119,3,GS-05,C,15,P,2,1,032733,00.8
DLLS,SA,201603,E,13,05,B,48,0119,3,GS-05,C,38,P,2,1,033395,01.6
DLLS,SA,201612,F,04,05,B,48,0119,3,GS-05,C,15,P,2,1,037705,02.4
DLLS,SD,201806,I,13,12,I,11,0110,1,GS-12,J,10,F,1,1,106012,31.0
DLLS,SC,201612,I,13,07,C,06,0119,3,GS-07,D,10,P,2,1,044689,03.4
DLLS,SC,201612,K,04,05,A,27,0119,3,GS-05,C,15,P,2,1,034282,00.8
DLLS,SD,201612,K,21,15,H,11,0110,1,GS-15,P,10,F,1,1,160300,27.3
DLLS,SC,201612,H,13,07,D,09,0119,3,GS-07,E,10,P,2,1,051545,09.9
DLLS,SK,201609,F,13,14,F,11,0110,1,GS-14,L,10,F,1,1,123406,16.1
DLLS,SC,201806,C,13,12,C,11,0110,1,GS-12,H,10,F,1,1,081548,03.0
DLLS,SC,201609,E,17,12,D,11,0110,1,GS-12,H,10,F,1,1,085238,06.1
DLLS,SC,201612,C,13,06,B,06,0119,3,GS-06,D,15,P,2,1,040605,02.8
DLLS,SD,201612,K,17,12,G,11,0110,1,GS-12,I,10,F,1,1,098153,20.3
DLLS,SC,201609,D,13,12,D,36,0110,1,GS-12,H,10,F,1,1,088258,09.1
DLLS,SA,201612,D,13,12,D,11,0110,1,GS-12,J,10,F,1,1,100736,08.9
DLLS,SA,201806,C,04,12,C,42,0110,1,GS-12,G,10,F,1,1,079239,03.6
DLLS,SC,201609,D,13,11,B,06,0110,1,GS-11,F,15,F,1,1,066137,02.3
DLLS,SD,201701,J,14,13,I,11,0110,1,GS-13,K,10,F,1,1,116722,34.5
DLLS,SA,201701,D,17,12,D,11,0110,1,GS-12,H,10,F,1,1,085238,06.4
DLLS,SA,201701,D,17,12,C,11,0110,1,GS-12,H,10,F,1,1,082377,03.8
DLLS,SD,201806,K,13,07,E,47,0119,3,GS-07,D,10,P,2,1,045501,11.4
DLLS,SD,201612,K,13,07,D,25,0119,3,GS-07,D,10,P,2,1,048600,09.9
DLLS,SC,201701,E,21,05,B,53,0119,3,GS-05,C,15,P,2,1,035705,01.3
DLLS,SC,201806,C,13,11,C,11,0110,1,GS-11,G,10,F,1,1,070304,03.0
DLLS,SD,201707,K,13,07,G,26,0119,3,GS-07,E,10,P,2,1,057775,23.4
DLLS,SJ,201707,C,17,09,B,11,0110,1,GS-09,E,35,F,1,1,056805,01.0
DLLS,SC,201609,I,13,07,D,12,0119,3,GS-07,D,10,P,2,1,041367,05.0
DLLS,SA,201701,D,17,12,D,11,0110,1,GS-12,H,10,F,1,1,080073,06.4
DLLS,SA,201612,C,13,13,D,11,0110,1,GS-13,I,10,F,1,1,095217,06.6
DLLS,SD,201701,K,17,06,E,25,0119,3,GS-06,D,10,P,2,1,045703,10.7
DLLS,SC,201612,B,13,07,A,36,0110,1,GS-07,D,35,F,1,1,045232,00.5
DLLS,SA,201707,B,13,09,B,47,0110,1,GS-09,D,15,F,1,1,049765,01.3
DLLS,SC,201707,I,04,05,B,13,0119,3,GS-05,C,15,P,2,1,035603,01.0
DLLS,SC,201612,B,04,11,B,11,0110,1,GS-11,F,15,F,1,1,064650,02.3
DLLS,SC,201707,F,17,05,B,12,0119,3,GS-05,C,15,P,2,1,033939,01.9
DLLS,SJ,201710,B,13,07,B,25,0110,1,GS-07,D,35,F,1,1,046305,01.0
DLLS,SD,201609,K,13,06,D,48,0119,3,GS-06,C,10,P,2,1,039403,08.3
DLLS,SD,201710,J,13,12,J,11,0110,1,GS-12,J,10,F,1,1,103639,39.3
DLLS,SD,201612,J,13,12,H,42,0110,1,GS-12,I,10,F,1,1,096139,28.3
DLLS,SD,201609,K,07,07,D,06,0119,3,GS-07,D,10,P,2,1,047668,06.2
DLLS,SC,201707,H,04,06,B,55,0119,3,GS-06,C,15,P,2,1,036611,01.5
DLLS,SD,201710,K,13,07,E,08,0119,3,GS-07,D,10,P,2,1,048484,10.7
DLLS,SD,201707,K,13,12,H,11,0110,1,GS-12,J,10,F,1,1,103639,29.9
DLLS,SJ,201707,C,13,07,B,11,0110,1,GS-07,D,35,F,1,1,046440,01.0
DLLS,SD,201609,J,13,07,G,06,0119,3,GS-07,E,10,P,2,1,056606,20.0
DLLS,SD,201707,J,08,14,J,42,0110,1,GS-14,M,10,F,1,1,134649,39.7
DLLS,SC,201612,I,13,12,E,11,0110,1,GS-12,I,10,F,1,1,090404,12.7
DLLS,SD,201501,J,14,13,J,11,0110,1,GS-13,K,10,F,1,1,116901,38.5
DLLS,SJ,201707,C,17,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.9
DLLS,SA,201710,G,04,05,A,40,0119,3,GS-05,C,30,P,2,1,032844,00.8
DLLS,SD,201501,K,13,07,D,12,0119,3,GS-07,D,10,P,2,1,041791,09.6
DLLS,SC,201501,D,13,09,B,48,0110,1,GS-09,E,15,F,1,1,052344,02.1
DLLS,SD,201609,K,13,07,D,22,0119,3,GS-07,D,10,P,2,1,042702,08.0
DLLS,SJ,201707,C,17,09,B,11,0110,1,GS-09,E,35,F,1,1,056805,01.0
DLLS,SC,201609,K,04,05,A,27,0119,3,GS-05,C,15,P,2,1,034282,00.7
DLLS,SA,201501,D,09,06,B,51,0119,3,GS-06,C,15,P,2,1,037168,02.9
DLLS,SJ,201707,C,17,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.9
DLLS,SA,201707,C,13,09,B,47,0110,1,GS-09,D,15,F,1,1,049765,01.2
DLLS,SJ,201707,B,13,07,B,11,0110,1,GS-07,D,35,F,1,1,046440,01.0
DLLS,SC,201707,E,13,12,E,53,0110,1,GS-12,I,10,F,1,1,093513,14.1
DLLS,SD,201707,I,13,13,I,11,0110,1,GS-13,L,10,F,1,1,123234,33.0
DLLS,SA,201710,C,13,12,C,11,0110,1,GS-12,H,10,F,1,1,082377,03.5
DLLS,SA,201609,C,17,12,D,11,0110,1,GS-12,H,10,F,1,1,082656,05.0
DLLS,SC,201501,G,04,05,A,04,0119,3,GS-05,C,15,P,2,1,032672,00.1
DLLS,SD,201501,K,13,13,J,11,0110,1,GS-13,K,10,F,1,1,116901,35.3
DLLS,SC,201501,J,17,06,C,34,0119,3,GS-06,D,10,P,2,1,040150,03.7
DLLS,SD,201501,I,04,12,J,13,0110,1,GS-12,I,10,F,1,1,094404,36.1
DLLS,SK,201501,I,13,14,I,11,0110,1,GS-14,L,10,F,1,1,125213,34.8
DLLS,SA,201710,D,17,09,D,42,0110,1,GS-09,E,15,F,1,1,053575,06.2
DLLS,SC,201707,G,04,06,B,29,0119,3,GS-06,C,15,P,2,1,036856,01.8
DLLS,SA,201707,D,13,11,B,13,0110,1,GS-11,F,15,F,1,1,065266,02.8
DLLS,SF,201707,I,04,06,E,06,0119,3,GS-06,D,15,P,2,1,040817,13.8
DLLS,SJ,201707,B,13,07,B,11,0110,1,GS-07,D,35,F,1,1,046440,01.0
DLLS,SC,201505,C,17,12,B,11,0110,1,GS-12,G,15,F,1,1,076378,02.9
DLLS,SC,201505,C,13,12,D,11,0110,1,GS-12,H,10,F,1,1,081471,05.8
DLLS,SC,201505,H,13,07,D,29,0119,3,GS-07,D,10,P,2,1,043526,07.3
DLLS,SA,201502,E,17,12,E,11,0110,1,GS-12,H,10,F,1,1,089110,10.4
DLLS,SA,201710,D,13,13,E,11,0110,1,GS-13,J,10,F,1,1,107435,11.2
DLLS,SA,201502,G,12,06,D,16,0119,3,GS-06,D,10,P,2,1,041545,06.5
DLLS,SD,201802,J,14,13,J,11,0110,1,GS-13,K,10,F,1,1,116365,38.8
DLLS,SC,201710,D,17,12,C,11,0110,1,GS-12,H,10,F,1,1,082377,03.0
DLLS,SA,201710,E,17,05,A,11,0119,3,GS-05,C,15,P,2,1,036281,00.8
DLLS,SD,201710,K,04,07,G,25,0119,3,GS-07,E,10,P,2,1,058258,20.6
DLLS,SC,201502,B,17,07,A,42,0110,1,GS-07,D,15,F,1,1,042215,00.3
DLLS,SC,201505,D,13,12,D,11,0110,1,GS-12,H,10,F,1,1,086564,09.8
DLLS,SC,201802,C,13,11,B,11,0110,1,GS-11,F,15,F,1,1,068036,02.4
DLLS,SC,201502,D,13,12,C,11,0110,1,GS-12,G,10,F,1,1,076378,03.3
DLLS,SD,201502,J,13,07,H,48,0119,3,GS-07,E,10,P,2,1,054370,25.0
DLLS,SD,201710,K,04,05,D,28,0119,3,GS-05,C,15,P,2,1,033939,05.0
DLLS,SC,201502,H,13,05,A,12,0119,3,GS-05,C,15,P,2,1,031944,00.0
DLLS,SC,201505,D,13,05,B,34,0119,3,GS-05,C,15,P,2,1,038420,02.6
DLLS,SD,201502,J,13,07,E,17,0119,3,GS-07,D,10,P,2,1,046163,10.5
DLLS,SC,201512,I,13,06,D,25,0119,3,GS-06,D,10,P,2,1,042821,05.3
DLLS,SD,201802,J,13,07,E,36,0119,3,GS-07,E,10,P,2,1,056848,13.7
DLLS,SD,201512,K,13,07,F,53,0119,3,GS-07,E,10,P,2,1,052070,15.0
DLLS,SC,201802,E,04,07,E,51,0119,3,GS-07,D,10,P,2,1,049689,12.1
DLLS,SA,201802,D,13,13,D,36,0110,1,GS-13,J,10,F,1,1,109920,09.3
DLLS,SC,201512,E,13,11,B,11,0110,1,GS-11,F,15,F,1,1,063722,02.8
DLLS,SA,201512,I,13,05,A,51,0119,3,GS-05,C,15,P,2,1,032591,00.7
DLLS,SD,201802,J,13,13,J,17,0110,1,GS-13,L,10,F,1,1,125325,37.8
DLLS,SC,201505,K,13,05,B,39,0119,3,GS-05,C,15,P,2,1,034279,01.3
DLLS,SD,201512,J,17,12,H,48,0110,1,GS-12,I,10,F,1,1,093985,26.4
DLLS,SD,201512,J,09,07,E,55,0119,3,GS-07,D,10,P,2,1,047481,14.3
DLLS,SK,201505,J,13,12,I,11,0110,1,GS-12,I,10,F,1,1,099296,32.3
DLLS,SD,201802,J,13,12,J,21,0110,1,GS-12,I,10,F,1,1,095388,39.5
DLLS,SD,201803,J,10,07,E,13,0119,3,GS-07,D,10,P,2,1,049637,13.6
DLLS,SC,201505,C,13,12,D,11,0110,1,GS-12,H,10,F,1,1,081471,05.8
DLLS,SJ,201803,I,04,06,H,34,0119,3,GS-06,E,10,P,2,1,055414,26.3
DLLS,SK,201803,K,13,12,F,34,0110,1,GS-12,I,10,F,1,1,098040,15.1
DLLS,SJ,201706,B,13,07,B,11,0110,1,GS-07,D,35,F,1,1,046440,01.0
DLLS,SJ,201706,C,17,07,B,11,0110,1,GS-07,D,35,F,1,1,046440,01.0
DLLS,SD,201512,K,07,12,H,12,0110,1,GS-12,H,10,F,1,1,084234,25.8
DLLS,SJ,201706,B,11,07,B,11,0110,1,GS-07,D,35,F,1,1,046440,01.0
DLLS,SJ,201706,B,13,07,B,11,0110,1,GS-07,D,35,F,1,1,046440,01.0
DLLS,SD,201512,J,04,12,G,11,0110,1,GS-12,I,10,F,1,1,094203,24.6
DLLS,SC,201803,D,13,11,B,11,0110,1,GS-11,F,15,F,1,1,068036,02.8
DLLS,SK,201803,H,13,12,H,41,0110,1,GS-12,J,10,F,1,1,101308,26.8
DLLS,SJ,201706,B,13,07,B,11,0110,1,GS-07,D,35,F,1,1,046440,01.0
DLLS,SG,201803,J,13,07,G,20,0119,3,GS-07,E,10,P,2,1,053773,21.1
DLLS,SC,201803,B,13,07,B,06,0119,3,GS-07,D,15,F,1,1,049937,01.5
DLLS,SJ,201706,C,13,07,B,11,0110,1,GS-07,D,35,F,1,1,046440,01.0
DLLS,SJ,201706,B,13,07,B,11,0110,1,GS-07,D,35,F,1,1,046440,01.0
DLLS,SJ,201706,B,13,07,B,11,0110,1,GS-07,D,35,F,1,1,046440,01.0
DLLS,SD,201512,J,13,14,J,11,0110,1,GS-14,M,10,F,1,1,135945,35.8
DLLS,SD,201706,J,13,07,G,26,0119,3,GS-07,E,10,P,2,1,056293,20.3
DLLS,SA,201512,F,13,13,D,11,0110,1,GS-13,I,10,F,1,1,099905,08.2
DLLS,SC,201706,G,13,13,G,08,0110,1,GS-13,J,10,F,1,1,105364,22.3
DLLS,SA,201803,E,17,12,C,11,0110,1,GS-12,H,10,F,1,1,086984,03.9
DLLS,SC,201512,D,13,13,D,11,0110,1,GS-13,J,10,F,1,1,102932,08.8
DLLS,SA,201505,D,17,12,D,11,0110,1,GS-12,G,10,F,1,1,078924,05.4
DLLS,SJ,201505,J,17,15,J,11,0110,1,GS-15,O,20,I,2,1,158700,37.8
DLLS,SD,201512,K,04,07,D,08,0119,3,GS-07,D,10,P,2,1,045298,07.5
DLLS,SD,201505,K,13,12,J,11,0110,1,GS-12,I,10,F,1,1,099296,38.8
DLLS,SD,201512,K,13,07,F,39,0119,3,GS-07,E,10,P,2,1,050082,18.2
DLLS,SA,201706,D,13,12,D,11,0110,1,GS-12,H,10,F,1,1,087693,07.9
DLLS,SA,201505,D,17,12,B,11,0110,1,GS-12,G,15,F,1,1,076378,02.9
DLLS,SC,201803,E,04,05,C,47,0119,3,GS-05,D,15,P,2,1,042300,03.7
DLLS,SD,201512,J,04,07,E,55,0119,3,GS-07,D,10,P,2,1,047481,13.1
DLLS,SC,201512,E,13,05,C,06,0119,3,GS-05,D,15,P,2,1,040328,03.3
DLLS,SD,201706,J,21,,H,11,0110,1,SL-00,Q,10,F,1,1,172100,25.8
DLLS,SD,201505,J,17,15,I,11,0110,1,GS-15,O,10,F,1,1,158700,34.6
DLLS,SC,201505,K,04,05,A,13,0119,3,GS-05,D,15,P,2,1,041530,00.5
DLLS,SJ,201706,B,13,07,B,11,0110,1,GS-07,D,35,F,1,1,046440,01.0
DLLS,SJ,201706,B,13,07,B,11,0110,1,GS-07,D,35,F,1,1,046440,01.0
DLLS,SJ,201706,D,13,07,B,11,0110,1,GS-07,D,35,F,1,1,046440,01.0
DLLS,SA,201803,G,17,12,E,11,0110,1,GS-12,I,10,F,1,1,097858,13.6
DLLS,SJ,201706,B,13,07,B,11,0110,1,GS-07,D,35,F,1,1,046440,01.0
DLLS,SK,201706,J,07,07,J,11,0119,3,GS-07,E,10,F,1,1,058428,45.9
DLLS,SC,201606,E,13,13,E,06,0110,1,GS-13,J,10,F,1,1,109978,13.8
DLLS,SC,201606,F,04,05,A,17,0119,3,GS-05,C,15,P,2,1,032318,00.8
DLLS,SD,201706,K,13,12,G,29,0110,1,GS-12,I,10,F,1,1,094253,23.1
DLLS,SA,201706,D,13,12,D,11,0110,1,GS-12,H,10,F,1,1,087693,07.6
DLLS,SA,201606,D,13,13,D,11,0110,1,GS-13,I,10,F,1,1,095217,06.4
DLLS,SD,201606,J,13,13,G,06,0110,1,GS-13,L,10,F,1,1,123641,23.9
DLLS,SD,201606,K,04,07,H,47,0119,3,GS-07,E,10,P,2,1,052043,26.3
DLLS,SJ,201706,B,04,07,B,11,0110,1,GS-07,D,35,F,1,1,046440,01.0
DLLS,SA,201606,C,13,12,D,11,0110,1,GS-12,H,10,F,1,1,082656,05.7
DLLS,SC,201807,G,04,06,B,34,0119,3,GS-06,D,15,P,2,1,044051,02.1
DLLS,SC,201807,K,13,05,A,34,0119,3,GS-05,C,15,P,2,1,038245,00.1
DLLS,SD,201807,K,13,12,I,11,0110,1,GS-12,J,10,F,1,1,106012,31.3
DLLS,SC,201807,C,13,11,B,11,0110,1,GS-11,F,15,F,1,1,068036,02.1
DLLS,SC,201706,D,13,06,D,36,0119,3,GS-06,E,15,P,2,1,051499,08.1
DLLS,SC,201506,H,13,06,B,42,0119,3,GS-06,C,15,P,2,1,037989,01.4
DLLS,SA,201606,C,13,13,D,11,0110,1,GS-13,I,10,F,1,1,095217,07.0
DLLS,SJ,201706,B,13,07,B,11,0110,1,GS-07,D,35,F,1,1,046440,01.0
DLLS,SC,201807,C,13,11,B,11,0110,1,GS-11,F,15,F,1,1,068036,02.1
DLLS,SC,201506,C,13,12,D,11,0110,1,GS-12,H,10,F,1,1,081471,05.8
DLLS,SA,201809,H,13,12,E,48,0110,1,GS-12,J,10,F,1,1,102027,13.9
DLLS,SA,201809,H,17,12,F,11,0110,1,GS-12,J,10,F,1,1,100576,17.9
DLLS,SC,201506,D,13,05,B,41,0119,3,GS-05,C,15,P,2,1,034799,01.4
DLLS,SC,201506,F,17,11,B,36,0110,1,GS-11,F,15,F,1,1,066031,02.3
DLLS,SC,201506,H,12,05,B,29,0119,3,GS-05,C,30,P,2,1,033009,01.4
DLLS,SA,201606,D,04,14,E,11,0110,1,GS-14,K,10,F,1,1,119776,10.0
DLLS,SD,201807,K,13,07,D,04,0119,3,GS-07,D,10,P,2,1,048391,07.9
DLLS,SC,201801,D,14,12,D,11,0110,1,GS-12,I,10,F,1,1,090350,08.9
DLLS,SC,201807,E,13,13,E,11,0110,1,GS-13,J,10,F,1,1,106668,11.8
DLLS,SD,201801,J,13,07,E,48,0119,3,GS-07,D,38,P,2,1,047467,11.8
DLLS,SJ,201801,B,13,07,A,36,0110,1,GS-07,D,35,F,1,1,046398,00.9
DLLS,SJ,201801,C,13,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.9
DLLS,SJ,201801,B,13,07,A,11,0110,1,GS-07,D,35,F,1,1,045972,00.9
DLLS,SJ,201801,B,04,07,A,11,0110,1,GS-07,D,35,F,1,1,044941,00.9
DLLS,SD,201801,K,13,07,J,09,0119,3,GS-07,F,10,P,2,1,060322,39.3
DLLS,SJ,201801,B,04,07,A,13,0110,1,GS-07,D,35,F,1,1,042678,00.9
DLLS,SA,201807,D,17,13,D,11,0110,1,GS-13,J,10,F,1,1,103435,06.3
DLLS,SJ,201801,D,17,07,B,11,0110,1,GS-07,D,35,F,1,1,045972,02.8
DLLS,SC,201807,F,13,05,A,48,0119,3,GS-05,C,15,P,2,1,038132,00.0
DLLS,SC,201801,J,10,05,B,45,0119,3,GS-05,C,15,P,2,1,034507,01.4
DLLS,SJ,201801,C,13,07,A,36,0110,1,GS-07,D,35,F,1,1,046398,00.9
DLLS,SD,201506,I,14,12,I,29,0110,1,GS-12,I,10,F,1,1,091255,30.0
