AGYSUB,ACC,EFDATE,AGELVL,EDLVL,GSEGRD,LOSLVL,LOC,OCC,PATCO,PPGRD,SALLVL,STEMOCC,TOA,WORKSCH,WORKSTAT,COUNT,SALARY,LOS
CM63,AD,202201,H,04,15,C,36,0110,1,GS-15,Q,0110,40,I,2,1,170532,03.8
CM63,AC,202005,E,21,12,A,24,0110,1,GS-12,K,0110,15,F,1,1,112240,00.0
CM63,AC,202006,D,21,12,A,24,0110,1,GS-12,H,0110,15,F,1,1,086335,00.0
CM63,AC,202007,C,04,12,A,24,0110,1,GS-12,J,0110,15,F,1,1,100727,00.0
CM63,AD,202007,C,04,07,A,24,0110,1,GG-07,D,0110,40,F,2,1,048670,00.0
CM63,AD,202007,C,04,07,A,24,0110,1,GG-07,D,0110,45,F,2,1,048670,00.0
CM63,AD,202007,C,13,07,A,24,0110,1,GG-07,D,0110,40,F,2,1,048670,00.0
CM63,AD,202008,C,17,07,A,24,0110,1,GG-07,D,0110,40,P,2,1,048670,00.0
CM63,AC,202008,C,04,12,A,24,0110,1,GS-12,I,0110,15,F,1,1,097848,00.0
CM63,AC,202008,C,21,12,A,24,0110,1,GS-12,K,0110,15,F,1,1,112240,00.0
CM63,AC,202008,D,04,12,A,24,0110,1,GS-12,K,0110,15,F,1,1,112240,00.0
CM63,AC,202009,C,17,12,A,24,0110,1,GS-12,H,0110,15,F,1,1,086335,00.0
CM63,AD,202011,D,13,11,A,24,0110,1,GS-11,G,0110,40,F,2,1,072030,00.0
CM63,AD,202011,B,14,09,A,24,0110,1,GS-09,E,0110,40,P,2,1,059534,00.0
CM63,AC,202012,E,21,13,A,24,0110,1,GS-13,L,0110,15,F,1,1,126620,00.0
CM63,AD,202012,H,21,15,A,24,0110,1,GS-15,N,0110,40,I,2,1,142701,00.0
CM63,AC,202105,F,21,13,A,24,0110,1,GS-13,J,0110,15,F,1,1,103690,00.0
CM63,AC,202106,F,17,12,A,24,0110,1,GS-12,K,0110,20,F,2,1,113362,00.0
CM63,AC,202107,D,13,12,A,24,0110,1,GS-12,I,0110,15,F,1,1,098827,00.0
CM63,AC,202107,D,21,12,A,24,0110,1,GS-12,K,0110,15,F,1,1,113362,00.0
CM63,AC,202107,D,04,13,A,24,0110,1,GS-13,M,0110,15,F,1,1,131341,00.0
CM63,AC,202107,D,22,12,A,24,0110,1,GS-12,K,0110,15,F,1,1,113362,00.0
CM63,AC,202107,C,22,12,A,24,0110,1,GS-12,K,0110,15,F,1,1,113362,00.0
CM63,AD,202108,B,13,07,A,24,0110,1,GS-07,D,0110,40,F,2,1,049157,00.0
CM63,AC,202108,C,17,13,A,24,0110,1,GS-13,L,0110,15,F,1,1,120972,00.0
CM63,AC,202108,C,04,12,A,24,0110,1,GS-12,K,0110,15,F,1,1,113362,00.0
CM63,AC,202108,C,14,12,A,24,0110,1,GS-12,K,0110,15,F,1,1,113362,00.0
CM63,AC,202108,D,17,13,A,24,0110,1,GS-13,J,0110,15,F,1,1,103690,00.0
CM63,AD,202202,C,13,07,A,24,0110,1,GS-07,E,0110,40,P,2,1,050643,00.0
CM63,AD,202202,C,13,07,A,24,0110,1,GS-07,E,0110,40,P,2,1,050643,00.0
CM63,AD,202202,C,17,09,A,24,0110,1,GS-09,F,0110,40,P,2,1,061947,00.0
CM63,AD,202202,C,13,07,A,24,0110,1,GS-07,E,0110,40,P,2,1,050643,00.0
CM63,AD,202203,J,17,15,A,24,0110,1,GS-15,Q,0110,40,I,2,1,176300,00.0
CM63,AD,202205,D,13,11,A,24,0110,1,GS-11,G,0110,40,F,2,1,074950,00.0
CM63,AC,202206,C,17,12,A,24,0110,1,GS-12,H,0110,15,F,1,1,089834,00.0
CM63,AC,202206,E,21,13,A,24,0110,1,GS-13,L,0110,15,F,1,1,128187,00.0
CM63,AC,202206,D,15,13,A,24,0110,1,GS-13,M,0110,15,F,1,1,138868,00.0
CM63,AC,202207,C,21,12,A,24,0110,1,GS-12,H,0110,15,F,1,1,089834,00.0
CM63,AC,202207,C,17,12,A,24,0110,1,GS-12,H,0110,15,F,1,1,089834,00.0
CM63,AC,202207,D,21,12,A,24,0110,1,GS-12,K,0110,15,F,1,1,116788,00.0
CM63,AC,202208,D,13,13,A,24,0110,1,GS-13,M,0110,15,F,1,1,138868,00.0
CM63,AC,202208,C,21,12,A,24,0110,1,GS-12,K,0110,15,F,1,1,116788,00.0
CM63,AC,202208,C,17,12,A,24,0110,1,GS-12,H,0110,15,F,1,1,089834,00.0
CM63,AC,202305,D,21,13,A,24,0110,1,GS-13,K,0110,15,F,1,1,112015,00.8
CM63,AC,202208,D,17,12,A,24,0110,1,GS-12,H,0110,15,F,1,1,089834,00.0
CM63,AD,202211,D,21,12,A,25,0110,1,GS-12,H,0110,40,P,2,1,088850,00.0
CM63,AC,202302,G,21,13,A,25,0110,1,GS-13,N,0110,20,P,2,1,144034,00.0
CM63,AD,202305,D,21,13,A,24,0110,1,GS-13,K,0110,40,I,2,1,112015,00.0
CM63,AD,202305,F,21,13,A,24,0110,1,GS-13,K,0110,40,I,2,1,112015,00.0
CM63,AD,202305,E,17,11,A,24,0110,1,GS-11,G,0110,40,F,2,1,078592,00.0
CM63,AC,202306,D,21,12,A,24,0110,1,GS-12,L,0110,15,F,1,1,122459,00.0
CM63,AC,202307,D,21,12,A,24,0110,1,GS-12,I,0110,20,F,2,1,094199,00.0
CM63,AC,202307,C,21,13,A,24,0110,1,GS-13,N,0110,15,F,1,1,145617,00.0
CM63,AC,202307,C,13,12,A,24,0110,1,GS-12,I,0110,15,F,1,1,094199,00.0
CM63,AC,202307,C,04,12,A,24,0110,1,GS-12,L,0110,15,F,1,1,122459,00.0
CM63,AC,202307,D,21,12,A,24,0110,1,GS-12,L,0110,15,F,1,1,122459,00.0
CM63,AD,202308,G,21,15,A,24,0110,1,GS-15,O,0110,40,I,2,1,155700,00.0
CM63,AC,202309,C,21,12,A,24,0110,1,GS-12,L,0110,15,F,1,1,122459,00.0
CM63,AC,202309,D,17,13,A,24,0110,1,GS-13,N,0110,15,F,1,1,145617,00.0
CM63,AC,202309,C,18,12,A,24,0110,1,GS-12,I,0110,15,F,1,1,094199,00.0
CT00,AC,202307,D,17,,D,11,0110,1,CT-13,O,0110,10,F,1,1,151047,07.0
CT00,AC,202306,E,17,,E,11,0110,1,CT-12,O,0110,10,F,1,1,154238,12.1
CT00,AC,202307,E,17,,E,11,0110,1,CT-12,P,0110,10,F,1,1,161043,12.8
CT00,AC,202307,E,21,,D,11,0110,1,CT-12,M,0110,10,F,1,1,133824,05.3
CT00,AC,202009,C,21,,A,11,0110,1,CT-12,N,0110,15,F,1,1,144000,00.0
CT00,AA,202011,G,21,,D,11,0110,1,CT-15,U,0110,10,F,1,1,236000,05.3
DD07,AC,202309,F,21,13,B,51,0110,1,GS-13,K,0110,15,F,1,1,119482,02.8
DJ01,AC,202001,D,21,13,A,11,0110,1,GS-13,J,0110,15,F,1,1,102663,00.0
DJ01,AC,202106,G,21,14,D,11,0110,1,GS-14,M,0110,10,F,1,1,138866,07.1
DJ01,AA,202303,K,21,15,H,11,0110,1,GS-15,R,0110,10,F,1,1,183500,26.3
DJ01,AC,202107,C,21,13,A,11,0110,1,GS-13,J,0110,15,F,1,1,103690,00.0
DJ01,AC,202206,H,21,15,D,11,0110,1,GS-15,O,0110,10,F,1,1,153434,07.9
DJ01,AC,202206,C,21,13,A,11,0110,1,GS-13,M,0110,15,F,1,1,138868,00.0
DJ01,AC,202211,F,21,15,D,11,0110,1,GS-15,N,0110,10,F,1,1,148484,06.8
DJ01,AC,202002,F,21,13,C,11,0110,1,GS-13,J,0110,10,F,1,1,102663,03.3
DJ01,AC,202007,C,17,13,A,11,0110,1,GS-13,M,0110,15,F,1,1,133465,00.0
DJ01,AC,202008,D,21,13,A,11,0110,1,GS-13,M,0110,15,F,1,1,133465,00.0
DJ01,AC,202009,J,21,15,A,11,0110,1,GS-15,Q,0110,15,F,1,1,170800,00.0
DJ01,AC,202009,D,21,15,A,11,0110,1,GS-15,Q,0110,15,F,1,1,170800,00.0
DJ01,AC,202011,E,21,15,A,11,0110,1,GS-15,Q,0110,15,F,1,1,170800,00.0
DJ01,AC,202107,C,21,13,A,11,0110,1,GS-13,M,0110,15,F,1,1,134798,00.0
DJ01,AC,202108,C,21,13,A,11,0110,1,GS-13,M,0110,15,F,1,1,134798,00.0
DJ01,AC,202109,D,21,13,A,11,0110,1,GS-13,M,0110,15,F,1,1,134798,00.0
DJ01,AC,202207,D,21,13,A,11,0110,1,GS-13,M,0110,15,F,1,1,138868,00.0
DJ01,AC,202207,C,21,13,A,11,0110,1,GS-13,M,0110,15,F,1,1,138868,00.0
DJ01,AC,202208,C,21,13,A,11,0110,1,GS-13,M,0110,15,F,1,1,138868,00.0
DJ01,AC,202208,C,21,13,A,11,0110,1,GS-13,J,0110,15,F,1,1,106823,00.0
DJ01,AC,202306,C,17,13,A,11,0110,1,GS-13,K,0110,15,F,1,1,112015,00.0
DJ01,AC,202307,D,21,13,A,11,0110,1,GS-13,N,0110,15,F,1,1,145617,00.0
DJ01,AC,202307,D,21,15,A,11,0110,1,GS-15,R,0110,15,F,1,1,183500,00.0
DJ01,AC,202307,D,21,13,A,11,0110,1,GS-13,N,0110,15,F,1,1,145617,00.0
DJ15,AC,202302,F,04,14,D,11,0110,1,GS-14,O,0110,10,F,1,1,158840,07.5
DLAA,AD,202205,D,04,,B,11,0110,1,SL-00,P,0110,44,F,2,1,163333,01.3
DLAA,AD,202101,E,04,,A,11,0110,1,SL-00,P,0110,44,F,2,1,161730,00.0
DLBL,AC,202005,D,13,11,A,11,0110,1,GS-11,H,0110,15,F,1,1,081634,00.0
DLBL,AC,202205,C,17,11,A,11,0110,1,GS-11,H,0110,15,F,1,1,089936,00.0
DLBL,AC,202309,C,21,11,A,11,0110,1,GS-11,G,0110,15,F,1,1,078592,00.0
DLEH,AA,202207,H,21,14,D,11,0110,1,GS-14,N,0110,10,F,1,1,143064,08.1
DLEH,AA,202110,D,17,14,D,11,0110,1,GS-14,L,0110,10,F,1,1,122530,06.9
DLEH,AC,202306,F,17,15,C,11,0110,1,GS-15,R,0110,10,F,1,1,183500,04.8
DLET,AC,202010,C,13,12,A,11,0110,1,GS-12,H,0110,15,F,1,1,086335,00.0
DLET,AD,202203,C,17,11,B,11,0110,1,GS-11,G,0110,35,F,1,1,074950,01.6
DLLS,AC,201910,J,13,13,J,25,0110,1,GS-13,L,0110,20,I,2,1,127874,42.3
DLLS,AC,202208,D,13,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,061947,00.7
DLLS,AC,202308,G,04,05,A,13,0119,3,GS-05,C,XXXX,15,P,2,1,037696,00.0
DLLS,AC,202103,F,13,07,A,25,0110,1,GS-07,D,0110,15,F,1,1,048641,00.0
DLLS,AC,202003,F,13,11,F,12,0110,1,GS-11,H,0110,10,F,1,1,083210,18.2
DLLS,AC,202306,G,17,05,A,48,0119,3,GS-05,E,XXXX,15,P,2,1,056569,00.0
DLLS,AA,202204,I,13,12,F,48,0110,1,GS-12,K,0110,10,F,1,1,111594,17.5
DLLS,AC,202209,J,13,14,J,24,0110,1,GS-14,P,0110,20,I,2,1,164102,38.0
DLLS,AA,202003,I,13,05,D,27,0119,3,GS-05,D,XXXX,10,P,2,1,048803,08.9
DLLS,AC,202203,H,04,05,A,48,0119,3,GS-05,D,XXXX,15,P,2,1,049481,00.0
DLLS,AC,202003,G,04,05,A,48,0119,3,GS-05,D,XXXX,15,P,2,1,043909,00.0
DLLS,AA,202201,H,04,06,E,08,0119,3,GS-06,E,XXXX,10,P,2,1,057701,13.8
DLLS,AC,202305,G,17,09,D,39,0110,1,GS-09,E,0110,15,F,1,1,059123,07.3
DLLS,AC,202006,H,13,05,F,48,0119,3,GS-05,E,XXXX,15,P,2,1,052193,17.1
DLLS,AC,202207,J,17,05,A,27,0119,3,GS-05,E,XXXX,15,P,2,1,050707,00.0
DLLS,AC,202305,J,17,14,H,37,0110,1,GS-14,O,0110,20,I,2,1,151308,29.4
DLLS,AA,202105,E,13,13,E,11,0110,1,GS-13,M,0110,10,F,1,1,134798,13.9
DLLS,AC,202302,K,13,14,J,24,0110,1,GS-14,Q,0110,20,I,2,1,172075,36.9
DLLS,AC,202302,J,17,05,F,55,0119,3,GS-05,E,XXXX,15,P,2,1,051214,18.2
DLLS,AC,202009,E,04,05,E,37,0119,3,GS-05,D,XXXX,15,P,2,1,045977,12.2
DLLS,AC,202101,E,13,05,F,39,0119,3,GS-05,D,XXXX,10,P,2,1,047456,15.2
DLLS,AA,202212,F,13,13,G,06,0110,1,GS-13,N,0110,10,F,1,1,141064,21.3
DLLS,AC,202107,K,04,05,G,36,0119,3,GS-05,E,XXXX,10,P,2,1,052976,21.4
DLLS,AA,202206,E,17,12,E,13,0110,1,GS-12,J,0110,10,F,1,1,108886,14.3
DLLS,AC,202003,G,13,05,A,37,0119,3,GS-05,D,XXXX,15,P,2,1,045977,00.0
DLLS,AC,202204,H,13,05,D,13,0119,3,GS-05,D,XXXX,15,P,2,1,049551,08.8
DLLS,AC,201910,E,13,05,A,06,0119,3,GS-05,C,XXXX,15,P,2,1,037803,00.0
DLLS,AC,202008,D,13,05,D,11,0119,3,GS-05,C,XXXX,10,P,2,1,039291,08.3
DLLS,AC,202306,H,13,05,A,37,0119,3,GS-05,D,XXXX,15,P,2,1,049009,00.0
DLLS,AC,201912,E,17,05,A,53,0119,3,GS-05,D,XXXX,15,P,2,1,048087,00.0
DLLS,AC,202201,E,13,14,D,24,0110,1,GS-14,O,0110,15,F,1,1,159894,05.8
DLLS,AC,202110,H,13,12,H,18,0110,1,GS-12,I,0110,10,F,1,1,091161,25.3
DLLS,AC,202305,G,17,05,C,27,0119,3,GS-05,E,XXXX,15,P,2,1,053170,03.3
DLLS,AC,202204,G,04,05,A,08,0119,3,GS-05,E,XXXX,15,P,2,1,051761,00.0
DLLS,AC,201910,E,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,069009,00.0
DLLS,AC,202009,I,04,05,C,12,0119,3,GS-05,C,XXXX,10,P,2,1,034916,04.4
DLLS,AC,202202,H,17,13,D,36,0110,1,GS-13,N,0110,10,F,1,1,142595,06.6
DLLS,AC,202003,H,04,05,A,40,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202208,F,04,05,A,48,0119,3,GS-05,D,XXXX,15,P,2,1,043027,00.0
DLLS,AC,202109,J,04,05,A,53,0119,3,GS-05,E,XXXX,15,P,2,1,050224,00.0
DLLS,AC,202102,G,07,09,E,37,0110,1,GS-09,E,0110,10,F,1,1,054120,10.8
DLLS,AC,202008,K,04,05,A,06,0119,3,GS-05,C,XXXX,15,P,2,1,037244,00.0
DLLS,AC,202206,H,04,05,A,36,0119,3,GS-05,D,XXXX,15,P,2,1,041981,00.0
DLLS,AC,202209,E,17,13,D,48,0110,1,GS-13,K,0110,10,F,1,1,114406,06.8
DLLS,AC,202001,K,13,05,D,17,0119,3,GS-05,D,XXXX,10,P,2,1,043886,05.7
DLLS,AC,201912,E,17,13,D,11,0110,1,GS-13,J,0110,10,F,1,1,109088,06.5
DLLS,AC,202205,D,13,07,D,11,0110,1,GS-07,E,0110,15,F,1,1,059081,09.8
DLLS,AC,202201,G,04,05,A,39,0119,3,GS-05,C,XXXX,15,P,2,1,037514,00.0
DLLS,AC,202304,E,17,09,A,06,0110,1,GS-09,G,0110,15,F,1,1,077578,00.0
DLLS,AC,202105,E,17,09,B,06,0110,1,GS-09,F,0110,15,F,1,1,061019,02.3
DLLS,AC,202003,D,17,09,A,06,0110,1,GS-09,F,0110,15,F,1,1,060415,00.5
DLLS,AC,202005,D,17,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AD,202307,D,13,07,A,41,0110,1,GS-07,E,0110,35,F,1,1,050094,00.0
DLLS,AA,202003,D,13,07,D,06,0110,1,GS-07,F,0110,10,F,1,1,064203,05.4
DLLS,AC,202110,J,04,05,C,11,0119,3,GS-05,D,XXXX,10,P,2,1,046300,03.2
DLLS,AC,202211,H,04,05,A,39,0119,3,GS-05,C,XXXX,15,P,2,1,037688,00.0
DLLS,AC,202207,I,13,05,A,25,0119,3,GS-05,D,XXXX,10,P,2,1,047175,00.0
DLLS,AA,202009,C,13,12,C,29,0110,1,GS-12,H,0110,10,F,1,1,080085,04.3
DLLS,AC,202302,D,17,07,D,29,0110,1,GS-07,F,0110,15,F,1,1,061579,07.5
DLLS,AC,202101,D,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202101,C,04,05,B,49,0119,3,GS-05,C,XXXX,15,P,2,1,039968,01.2
DLLS,AC,202005,D,17,09,C,17,0110,1,GS-09,G,0110,10,F,1,1,076274,04.3
DLLS,AC,202204,D,04,05,B,42,0119,3,GS-05,E,XXXX,15,P,2,1,051297,02.5
DLLS,AC,202109,E,17,05,A,17,0119,3,GS-05,E,XXXX,15,P,2,1,050844,00.0
DLLS,AC,202005,C,13,09,B,11,0110,1,GS-09,E,0110,15,F,1,1,059534,01.0
DLLS,AA,202106,C,17,13,C,11,0110,1,GS-13,J,0110,10,F,1,1,107146,04.9
DLLS,AC,202002,C,13,07,C,48,0110,1,GS-07,E,0110,15,F,1,1,052833,03.3
DLLS,AC,202104,C,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202201,D,04,05,A,39,0119,3,GS-05,D,XXXX,15,P,2,1,044733,00.0
DLLS,AC,201911,C,04,11,A,11,0110,1,GS-11,G,0110,15,F,1,1,071901,00.9
DLLS,AC,202109,C,13,09,B,11,0110,1,GS-09,F,0110,15,F,1,1,060129,01.0
DLLS,AC,202012,H,17,09,F,48,0110,1,GS-09,G,0110,15,F,1,1,074133,15.3
DLLS,AC,202108,D,13,05,C,18,0119,3,GS-05,C,XXXX,15,P,2,1,035265,04.6
DLLS,AD,202108,B,17,07,A,11,0110,1,GS-07,F,0110,35,F,1,1,060629,00.0
DLLS,AC,202009,I,04,05,A,24,0119,3,GS-05,C,XXXX,15,P,2,1,039291,00.0
DLLS,AC,202005,D,04,05,A,36,0119,3,GS-05,D,XXXX,15,P,2,1,040345,00.0
DLLS,AC,202004,J,13,05,A,06,0119,3,GS-05,D,XXXX,15,P,2,1,042592,00.0
DLLS,AC,202007,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202003,J,04,05,D,13,0119,3,GS-05,D,XXXX,15,P,2,1,046598,06.7
DLLS,AC,202004,I,04,05,A,48,0119,3,GS-05,D,XXXX,15,P,2,1,048928,00.0
DLLS,AC,202004,D,04,05,A,36,0119,3,GS-05,D,XXXX,15,P,2,1,040345,00.0
DLLS,AC,202003,F,04,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.4
DLLS,AC,202207,C,04,05,A,47,0119,3,GS-05,C,XXXX,15,P,2,1,036118,00.0
DLLS,AC,202101,D,13,09,B,37,0110,1,GS-09,E,0110,15,F,1,1,054120,02.8
DLLS,AC,202301,J,13,05,B,45,0119,3,GS-05,D,XXXX,15,P,2,1,042724,01.2
DLLS,AD,202209,B,13,07,C,08,0110,1,GS-07,D,0110,35,F,1,1,049322,03.6
DLLS,AC,202208,F,17,05,A,17,0119,3,GS-05,E,XXXX,15,P,2,1,052198,00.0
DLLS,AD,202008,B,04,07,A,11,0110,1,GS-07,D,0110,35,F,1,1,048670,00.0
DLLS,AC,202006,B,17,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.9
DLLS,AC,202203,H,04,05,B,48,0119,3,GS-05,C,XXXX,15,P,2,1,038526,01.0
DLLS,AC,202302,G,04,06,C,48,0119,3,GS-06,E,XXXX,10,P,2,1,059252,03.5
DLLS,AC,202206,E,04,05,B,06,0119,3,GS-05,E,XXXX,15,P,2,1,052881,02.2
DLLS,AC,202209,E,04,05,B,12,0119,3,GS-05,D,XXXX,15,P,2,1,045749,02.3
DLLS,AC,202001,I,04,05,A,48,0119,3,GS-05,D,XXXX,15,P,2,1,040147,00.0
DLLS,AC,202012,I,04,05,B,06,0119,3,GS-05,E,XXXX,15,P,2,1,051837,01.3
DLLS,AC,202010,F,10,05,A,26,0119,3,GS-05,C,XXXX,15,P,2,1,038340,00.0
DLLS,AC,202307,I,13,05,D,06,0119,3,GS-05,F,XXXX,15,P,2,1,060641,05.9
DLLS,AC,202307,I,13,05,A,29,0119,3,GS-05,D,XXXX,15,P,2,1,042392,00.0
DLLS,AC,202007,J,04,05,A,12,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202007,F,04,05,A,36,0119,3,GS-05,D,XXXX,15,P,2,1,040345,00.0
DLLS,AC,202109,H,04,05,B,48,0119,3,GS-05,E,XXXX,15,P,2,1,052715,01.5
DLLS,AC,202004,C,17,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.9
DLLS,AC,202109,C,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AD,202107,C,17,09,B,11,0110,1,GS-09,F,0110,32,F,1,1,060129,02.1
DLLS,AC,202104,B,04,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
DLLS,AC,202210,J,04,05,B,42,0119,3,GS-05,E,XXXX,15,P,2,1,051297,02.7
DLLS,AC,202011,C,04,11,A,11,0110,1,GS-11,G,0110,15,F,1,1,072030,00.9
DLLS,AC,202202,F,04,05,A,28,0119,3,GS-05,D,XXXX,15,P,2,1,046953,00.0
DLLS,AC,201910,D,13,05,A,15,0119,3,GS-05,C,XXXX,15,P,2,1,034921,00.0
DLLS,AC,202106,B,13,07,B,06,0110,1,GS-07,F,0110,15,F,1,1,064852,01.7
DLLS,AC,201910,B,13,07,A,25,0110,1,GS-07,D,0110,15,F,1,1,046634,00.0
DLLS,AC,201910,K,04,05,A,39,0119,3,GS-05,C,XXXX,15,P,2,1,035064,00.0
DLLS,AC,201910,D,17,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,057510,00.0
DLLS,AC,201910,H,04,05,A,18,0119,3,GS-05,C,XXXX,15,P,2,1,034213,00.0
DLLS,AC,201910,I,04,05,A,40,0119,3,GS-05,D,XXXX,10,P,2,1,042999,00.0
DLLS,AC,201911,F,17,07,A,41,0110,1,GS-07,D,0110,15,F,1,1,044765,00.0
DLLS,AC,201911,E,04,05,A,12,0119,3,GS-05,C,XXXX,15,P,2,1,033949,00.0
DLLS,AC,201911,D,10,05,A,04,0119,3,GS-05,C,XXXX,15,P,2,1,035103,00.0
DLLS,AC,202207,K,04,05,A,31,0119,3,GS-05,D,XXXX,15,P,2,1,047248,00.0
DLLS,AC,201911,B,04,07,A,06,0110,1,GS-07,D,0110,15,F,1,1,047797,00.0
DLLS,AC,202208,C,13,07,B,11,0110,1,GS-07,F,0110,15,F,1,1,065831,02.7
DLLS,AC,201912,D,17,07,A,36,0110,1,GS-07,D,0110,15,F,1,1,048375,00.0
DLLS,AC,201912,D,13,05,A,32,0119,3,GS-05,C,XXXX,15,P,2,1,034351,00.0
DLLS,AC,201912,J,04,05,A,40,0119,3,GS-05,C,XXXX,15,P,2,1,033949,00.0
DLLS,AC,201912,I,17,05,A,41,0119,3,GS-05,C,XXXX,15,P,2,1,036139,00.0
DLLS,AC,202207,K,04,05,A,25,0119,3,GS-05,E,XXXX,15,P,2,1,052565,00.0
DLLS,AC,202110,F,04,05,A,06,0119,3,GS-05,E,XXXX,15,P,2,1,052355,00.0
DLLS,AC,202001,B,13,07,A,36,0110,1,GS-07,D,0110,15,F,1,1,049976,00.0
DLLS,AC,202001,B,13,07,A,36,0110,1,GS-07,D,0110,15,F,1,1,049976,00.0
DLLS,AC,202001,I,04,05,A,45,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202001,C,17,09,A,17,0110,1,GS-09,E,0110,15,F,1,1,058672,00.0
DLLS,AC,202001,F,04,05,A,26,0119,3,GS-05,C,XXXX,15,P,2,1,038340,00.0
DLLS,AC,202001,H,04,05,A,37,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202001,C,04,05,A,48,0119,3,GS-05,D,XXXX,15,P,2,1,040147,00.0
DLLS,AC,202001,G,17,13,A,11,0110,1,GS-13,K,0110,15,F,1,1,119775,00.0
DLLS,AC,202109,B,17,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
DLLS,AC,202209,K,04,05,E,13,0119,3,GS-05,D,XXXX,15,P,2,1,049551,10.9
DLLS,AC,202001,B,13,07,A,06,0110,1,GS-07,E,0110,15,F,1,1,052759,00.0
DLLS,AC,202001,J,13,05,A,39,0119,3,GS-05,C,XXXX,15,P,2,1,036301,00.0
DLLS,AC,202001,I,04,05,A,48,0119,3,GS-05,D,XXXX,15,P,2,1,040147,00.0
DLLS,AC,202002,K,04,05,A,36,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202109,J,17,05,A,42,0119,3,GS-05,C,XXXX,15,P,2,1,038334,00.0
DLLS,AC,202002,C,13,05,A,39,0119,3,GS-05,C,XXXX,15,P,2,1,036383,00.0
DLLS,AC,202002,I,04,05,A,17,0119,3,GS-05,C,XXXX,15,P,2,1,038722,00.0
DLLS,AC,202002,C,04,05,A,29,0119,3,GS-05,C,XXXX,15,P,2,1,035428,00.0
DLLS,AC,202002,I,04,05,A,28,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AD,202308,B,17,07,A,11,0110,1,GS-07,E,0110,35,F,1,1,053105,00.0
DLLS,AC,202303,C,13,09,B,27,0110,1,GS-09,G,0110,15,F,1,1,070443,02.8
DLLS,AD,202109,B,13,07,A,11,0110,1,GS-07,D,0110,35,F,1,1,049157,00.0
DLLS,AC,202003,E,04,05,A,37,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202012,F,04,05,A,42,0119,3,GS-05,C,XXXX,15,P,2,1,037954,00.0
DLLS,AC,202003,H,04,05,A,42,0119,3,GS-05,C,XXXX,15,P,2,1,035955,00.0
DLLS,AC,202003,F,13,05,A,42,0119,3,GS-05,C,XXXX,15,P,2,1,037954,00.0
DLLS,AC,202003,C,13,05,A,42,0119,3,GS-05,C,XXXX,15,P,2,1,037954,00.0
DLLS,AC,202003,C,04,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AC,202003,F,04,05,A,39,0119,3,GS-05,C,XXXX,15,P,2,1,036142,00.0
DLLS,AC,202003,C,04,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AC,202003,B,04,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202003,K,17,05,A,39,0119,3,GS-05,C,XXXX,15,P,2,1,036142,00.0
DLLS,AC,202003,D,04,05,A,20,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202003,K,04,05,A,49,0119,3,GS-05,C,XXXX,15,P,2,1,034916,00.0
DLLS,AC,202003,C,13,07,A,06,0110,1,GS-07,D,0110,15,F,1,1,049390,00.0
DLLS,AC,202003,E,17,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
DLLS,AC,202004,B,04,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202004,B,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202004,D,13,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
DLLS,AC,202003,D,04,07,B,11,0110,1,GS-07,D,0110,15,F,1,1,048670,01.3
DLLS,AC,202004,B,04,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
